"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Lung-nk Cell","1/99",0.2199671313012,0.221926911560385,0,0,4.13411078717201,6.26018948804807,"FGFBP2"
"Trachea-mucus Secreting Cell","1/100",0.221926911560385,0.221926911560385,0,0,4.09214594928881,6.16034588762116,"VMO1"
"Trachea-tracheal Goblet Cell","1/100",0.221926911560385,0.221926911560385,0,0,4.09214594928881,6.16034588762116,"VMO1"
"Kidney-nk Cell","1/100",0.221926911560385,0.221926911560385,0,0,4.09214594928881,6.16034588762116,"FGFBP2"
