"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843)","2/76",0.0155171628224907,0.142394522087007,0,0,11.1914414414414,46.6214028774471,"TMC1;KCNQ5"
"Calcium Channel Activity (GO:0005262)","2/91",0.0217736102157897,0.142394522087007,0,0,9.29822097378277,35.5848177883064,"TMC1;CACHD1"
"1-Phosphatidylinositol-3-Kinase Activity (GO:0016303)","1/9",0.0222805591236868,0.142394522087007,0,0,50.8724489795918,193.520869933163,"PIK3R3"
"AMP Binding (GO:0016208)","1/10",0.0247259488172581,0.142394522087007,0,0,45.2176870748299,167.301012082339,"MPPED2"
"Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410)","1/11",0.0271653448579924,0.142394522087007,0,0,40.6938775510204,146.734521000359,"SLC4A10"
"Mechanosensitive Monoatomic Ion Channel Activity (GO:0008381)","1/11",0.0271653448579924,0.142394522087007,0,0,40.6938775510204,146.734521000359,"TMC1"
"Phosphatidylinositol 3-Kinase Activity (GO:0035004)","1/11",0.0271653448579924,0.142394522087007,0,0,40.6938775510204,146.734521000359,"PIK3R3"
"1-Phosphatidylinositol-3-Kinase Regulator Activity (GO:0046935)","1/14",0.0344477141698712,0.142394522087007,0,0,31.298273155416,105.422368949113,"PIK3R3"
"Solute:Inorganic Anion Antiporter Activity (GO:0005452)","1/14",0.0344477141698712,0.142394522087007,0,0,31.298273155416,105.422368949113,"SLC4A10"
"Phosphatidylinositol Kinase Activity (GO:0052742)","1/16",0.0392729207344652,0.142394522087007,0,0,27.1224489795918,87.8013353011642,"PIK3R3"
"Phosphatidylinositol 3-Kinase Regulator Activity (GO:0035014)","1/17",0.0416766547912335,0.142394522087007,0,0,25.4260204081633,80.799167280865,"PIK3R3"
"Quaternary Ammonium Group Transmembrane Transporter Activity (GO:0015651)","1/17",0.0416766547912335,0.142394522087007,0,0,25.4260204081633,80.799167280865,"SLC25A20"
"5'-3' RNA Polymerase Activity (GO:0034062)","1/18",0.0440744949316927,0.142394522087007,0,0,23.9291716686675,74.7038591145848,"POLR3G"
"Inorganic Anion Transmembrane Transporter Activity (GO:0015103)","1/32",0.0770332554327669,0.206965070571754,0,0,13.1132323897301,33.6160080774025,"SLC4A10"
"DNA-directed 5'-3' RNA Polymerase Activity (GO:0003899)","1/34",0.0816498044624026,0.206965070571754,0,0,12.317254174397,30.8586121657323,"POLR3G"
"Solute:Sodium Symporter Activity (GO:0015370)","1/34",0.0816498044624026,0.206965070571754,0,0,12.317254174397,30.8586121657323,"SLC4A10"
"Phosphotyrosine Residue Binding (GO:0001784)","1/39",0.0930924017046572,0.206965070571754,0,0,10.6938775510204,25.3890053323137,"PIK3R3"
"Monoatomic Ion Gated Channel Activity (GO:0022839)","1/40",0.0953640965755272,0.206965070571754,0,0,10.4191522762951,24.4855612889518,"TMC1"
"Promoter-Specific Chromatin Binding (GO:1990841)","1/42",0.0998907694703361,0.206965070571754,0,0,9.90990542558487,22.8292310643337,"ZNF683"
"Phosphoric Diester Hydrolase Activity (GO:0008081)","1/44",0.104395242464778,0.206965070571754,0,0,9.44803037494067,21.3484970941598,"MPPED2"
"Protein Phosphorylated Amino Acid Binding (GO:0045309)","1/45",0.106639187352935,0.206965070571754,0,0,9.23283858998145,20.665901611884,"PIK3R3"
"Voltage-Gated Calcium Channel Activity (GO:0005245)","1/47",0.111110560303655,0.206965070571754,0,0,8.83052351375333,19.4026870705364,"TMC1"
"Manganese Ion Binding (GO:0030145)","1/48",0.113338014836913,0.206965070571754,0,0,8.64220581849761,18.8173716664144,"MPPED2"
"Phosphoric Ester Hydrolase Activity (GO:0042578)","1/52",0.122193260870786,0.208981071453624,0,0,7.96278511404562,16.7389797330337,"MPPED2"
"Antiporter Activity (GO:0015297)","1/53",0.124393494912872,0.208981071453624,0,0,7.80926216640502,16.2768872389608,"SLC4A10"
"PDZ Domain Binding (GO:0030165)","1/62",0.143953936469556,0.232540974296975,0,0,6.65406490465038,12.8973205926637,"SNTG2"
"Potassium Channel Activity (GO:0005267)","1/79",0.179739981193554,0.272698140735803,0,0,5.19937205651491,8.92339120694113,"KCNQ5"
"Voltage-Gated Potassium Channel Activity (GO:0005249)","1/80",0.181798760490535,0.272698140735803,0,0,5.13329888917592,8.75152984263767,"KCNQ5"
"Metalloendopeptidase Activity (GO:0004222)","1/101",0.223881866241205,0.32424270283209,0,0,4.05102040816327,6.06290601418737,"ADAMTS6"
"Metallopeptidase Activity (GO:0008237)","1/124",0.267540390273413,0.374556546382779,0,0,3.28969636635142,4.33741443316037,"ADAMTS6"
"Actin Binding (GO:0003779)","1/183",0.368824653227882,0.499697917276486,0,0,2.21664050235479,2.21095247511773,"FSCN2"
"GTPase Activator Activity (GO:0005096)","1/211",0.411957127285353,0.539478918865681,0,0,1.91836734693878,1.70127721496363,"TBC1D3K"
"Guanyl Ribonucleotide Binding (GO:0032561)","1/226",0.433861538039331,0.539478918865681,0,0,1.7891156462585,1.49396493852666,"MPPED2"
"RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)","1/228",0.436721029557932,0.539478918865681,0,0,1.77317270520543,1.46900383679985,"BEX1"
"DNA-binding Transcription Factor Binding (GO:0140297)","1/282",0.508794885695565,0.610553862834678,0,0,1.42849880165589,0.96525138053763,"BEX1"
"Adenyl Ribonucleotide Binding (GO:0032559)","1/309",0.541360567379798,0.631587328609764,0,0,1.30148423005566,0.798681487764306,"MPPED2"
"Endopeptidase Activity (GO:0004175)","1/335",0.570716084507626,0.647839879711359,0,0,1.19858242698277,0.672241036768966,"ADAMTS6"
"GTPase Regulator Activity (GO:0030695)","1/424",0.657924460193185,0.72717966652931,0,0,0.942104501375018,0.394426328399284,"TBC1D3K"
"Transition Metal Ion Binding (GO:0046914)","1/456",0.684824482578267,0.737503288930442,0,0,0.874411302982732,0.331045739049256,"MPPED2"
"Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)","1/1098",0.94079583408573,0.957754834492258,0,0,0.350733912525812,0.0214049855088243,"ZNF683"
"RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)","1/1122",0.944444309703589,0.957754834492258,0,0,0.342787962642684,0.0195932651325446,"ZNF683"
"RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)","1/1225",0.957754834492258,0.957754834492258,0,0,0.312224889955982,0.0134767026938895,"ZNF683"
