"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Human immunodeficiency virus 1","2/489",0.346560898594061,0.346560898594061,0,0,1.665212183436,1.76461989268253,"DEFA1;GFAP"
