"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Metabolism of lipids and lipoproteins","1/142",0.3000204969827,0.404472729172713,0,0,2.86712983065567,3.45175045757094,"SLC25A20"
"Integration of energy metabolism","1/206",0.404472729172713,0.404472729172713,0,0,1.96565455450473,1.77925342674423,"SLC25A20"
