"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"down PTP1B KO EGF vs basal MEF (Mouse) [18515860]","1/27",0.0653921522588676,0.392352913553206,0,0,15.6389324960754,42.6528898315632,"PIK3R3"
"up PTP1B KO PDGF vs basal MEF (Mouse) [18515860]","1/75",0.171453976440458,0.514361929321373,0,0,5.4815223386652,9.66633798573148,"PIK3R3"
"up 1min EGF vs ctrl HeLa (Human) [17081983]","1/787",0.86597924236374,0.997470575815879,0,0,0.497585293659449,0.0715997075561247,"CACHD1"
"up Rapamycin vs Ctrl Exp1 MEFs (Mouse) [21659605]","1/837",0.882370479143377,0.997470575815879,0,0,0.466604823747681,0.0583924519433112,"SLC4A10"
"up 20min EGF vs ctrl HeLa (Human) [17081983]","1/948",0.912055183209665,0.997470575815879,0,0,0.40952093614637,0.0376983608425212,"CACHD1"
"up M-phase HeLa (Human) [18669648]","1/2252",0.997470575815879,0.997470575815879,0,0,0.160463830134453,0.000406395282597329,"SLC4A10"
