"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ADRB2","ENSG00000169252.6",1210.94577283179,0.97572478823013,0.337392335051157,2.89195896546431,0.00382847946786987,0.400821733265526
"SLC12A3","ENSG00000070915.10",35.8383338689686,-0.182506123874698,1.594978094316,-0.114425473631953,0.908900521574306,0.999972629295253
"P2RX7","ENSG00000089041.17",967.150495363739,0.465793205549387,0.461018897785946,1.01035599144931,0.312324764419382,0.999972629295253
"COMT","ENSG00000093010.15",1183.27210401659,-0.108501634793134,0.388253127256501,-0.279461071079671,0.779891009116243,0.999972629295253
"FKBP5","ENSG00000096060.15",4387.11372999772,0.724276210283774,0.665730119427258,1.08794267999604,0.276620412926184,0.999972629295253
"MAPK1","ENSG00000100030.15",8384.70958944788,0.218263479878342,0.489976362858049,0.445457161658174,0.655989411140591,0.999972629295253
"MYH9","ENSG00000100345.23",66290.4376913712,0.206746251900213,0.42414945240162,0.487437271767235,0.625948485834536,0.999972629295253
"NR3C1","ENSG00000113580.15",5837.48849613677,0.2077517045895,0.283497415653236,0.732816925723284,0.463670096614258,0.999972629295253
"KLHL7","ENSG00000122550.18",389.263856274701,0.259785862365468,0.350715932851834,0.740730140923535,0.458857080170259,0.999972629295253
"IDO1","ENSG00000131203.13",119.460518553579,0.899044546936298,1.22267666200913,0.73530850376989,0.46215163039842,0.999972629295253
"PTPN22","ENSG00000134242.16",933.901499294884,-0.146891915989088,0.374913363516512,-0.391802294298903,0.695204299724621,0.999972629295253
"NUP42","ENSG00000136243.18",451.983686030114,-0.36608256268337,0.300030031663757,-1.22015306485598,0.222406855520917,0.999972629295253
"POLG","ENSG00000140521.17",3271.86356354746,0.105680833499928,0.228659790741343,0.462174976882897,0.643955846257323,0.999972629295253
"CCR5","ENSG00000160791.14",681.398905060774,0.574694287088196,0.460328969977223,1.24844258034994,0.211869023794193,0.999972629295253
"NLRP3","ENSG00000162711.18",1374.70593863276,-0.0689909993260821,0.479053852919051,-0.144015122528907,0.885488528071465,0.999972629295253
"COL6A3","ENSG00000163359.17",139.176786009166,0.38063654681513,1.03765616541833,0.366823384759321,0.71375076325466,0.999972629295253
"ATP1A1","ENSG00000163399.16",5999.25233953453,-0.0793342207112626,0.258480260926688,-0.306925644638543,0.758899968957965,0.999972629295253
"CHRFAM7A","ENSG00000166664.15",36.7564873512285,1.32088417633335,1.05035999488454,1.25755377467374,0.2085531797479,0.999972629295253
"UCP2","ENSG00000175567.11",7270.16004701337,-0.218570693135144,0.253194469507741,-0.86325224069897,0.387998796660736,0.999972629295253
"SLC25A20","ENSG00000178537.10",556.398434691738,0.305943501743024,0.360616905951254,0.848389237149019,0.396221234653526,0.999972629295253
"OXTR","ENSG00000180914.11",28.1730950988044,0.780553988091002,1.77515047413921,0.439711449515005,0.660146108977571,0.999972629295253
"TOMM7","ENSG00000196683.12",610.236185761271,-0.0479495952265455,0.971727570319862,-0.0493446894902467,0.960644605810105,0.999972629295253
"HSPA1A","ENSG00000204389.10",8079.47796702058,0.0704174176418342,0.507711913319104,0.138695618114393,0.889690680871289,0.999972629295253
"TNF","ENSG00000232810.4",394.45220981847,0.271691300435707,0.389291698787429,0.697911877602256,0.485232305880836,0.999972629295253
"SLC7A9","ENSG00000021488.13",8.09981095079758,0.642391865856801,1.60916871419642,0.399207280249414,0.68974047932457,NA
"IFNG","ENSG00000111537.5",12.664561366852,1.16030619563221,1.74840852374682,0.663635631989305,0.506923545956413,NA
"GPNMB","ENSG00000136235.17",17.7306275870702,0.740733992951313,1.23343370261868,0.600546256664363,0.548142242851413,NA
"IL6","ENSG00000136244.12",16.4089068370274,-1.55003441019532,1.24067124541665,-1.249351442553,0.211536560225949,NA
"IL10","ENSG00000136634.7",11.2050431596764,-0.0233906461468601,1.06717160414051,-0.021918355076266,0.982513083058457,NA
