"name","mean","lfc","padj","direction"
"F8A2",3.90748701185499,24.47230867809,4.19602810237428e-18,"Up"
"XGY2",2.63582625513038,-21.0637534694985,5.23379607532579e-07,"Down"
"BLOC1S5-TXNDC5",4.2354225071944,24.6969215826993,1.27039270775395e-06,"Up"
"TBC1D3",6.41221755077001,-21.4172746148332,0.000535538949299725,"Down"
"SV2C",4.21664834594899,-4.86035568484924,0.00698988756870876,"Down"
"TAF11L5",2.98577144807885,-17.5616076469751,0.00862262577001047,"Down"
"GNL3LP1",4.61158640130651,-8.01675229145277,0.0231498892720333,"Down"
"ENSG00000285901",2.48168275713473,-17.1848271572947,0.0350443294895229,"Down"
