"","4","13","10H","11H","13H","25H","26H","28_27H","9H"
"ENSG00000151093.8",6.99117036897536,7.36521319643857,7.67131519762168,7.56730327869762,7.32715070853631,6.90618598923244,7.54304520869983,7.29244583239389,7.9626914479301
"ENSG00000151116.17",9.45218966952788,9.13074180870813,8.70690702159936,8.69319267229354,9.18410449352794,8.6835842632601,8.74737352888696,8.55426233729564,8.60641316827081
"ENSG00000151117.9",8.04608848503333,8.1388457015335,8.97504652415171,7.50758039707036,8.14605636474002,7.80305699026251,7.96760950359652,8.04371122259163,7.78905056338595
"ENSG00000151131.11",10.3442481515991,9.71365715821493,9.75874191910212,9.87216904865332,9.9328204171924,9.18000950070061,9.44374128110016,9.91864920323541,10.7685521843368
"ENSG00000151135.10",8.76674590295711,9.0423058518401,9.04477346839868,9.06493802230876,8.99093057391209,7.590265277085,9.11854806925014,9.08156843164006,9.52300467564498
"ENSG00000151136.15",9.99461474986694,10.0374684537383,10.1698354865034,10.3732382168435,10.027216170405,9.79064671125421,9.7456386661787,10.1556409779226,9.54381469971862
"ENSG00000151148.14",11.5534937268404,11.1332106928479,11.2980432747973,11.0896469624824,11.1314831583866,11.7258614168706,11.2671660798218,11.5199805703389,11.3312050705717
"ENSG00000151150.22",11.2959615283462,10.6715173742532,10.4278698115774,10.9626788534732,10.5736735292637,9.72841444415251,9.72376433688751,11.130917419136,10.8874838020182
"ENSG00000151151.6",10.8915351962029,11.3678861725327,10.587001018805,10.8435953867554,11.3217580546324,11.7919310117652,10.3267415668967,10.7550620482531,10.2399851282929
"ENSG00000151164.19",5.64162089613393,6.79876858440779,6.99582978773144,6.47979064347456,6.50158252135895,6.755332396879,7.33693208020899,6.19721194263081,6.9420090757318
"ENSG00000151176.8",10.0142718032382,10.3761820914985,10.9563605489471,10.3519844057722,10.5432444050711,10.7871734076566,10.2687679201851,10.1997381360742,9.96010273562575
"ENSG00000151208.17",9.01242192224843,8.77984744315766,9.2770083153387,8.91918448062763,9.32387661525288,9.14647956410557,9.67372959618633,9.27737216304219,9.62865294350594
"ENSG00000151229.13",8.12288688323857,9.53159727572983,8.42438881702135,8.80740010586072,9.29479659852628,8.55825204940508,8.34382281017288,8.78865256249829,8.74974885203346
"ENSG00000151233.11",9.79204156838234,9.60107086637441,9.44487560670906,9.69304083939493,9.6505055505745,9.13097308573617,9.5003458337374,9.6957308506977,9.73261785214672
"ENSG00000151239.14",8.86941214613963,9.08500097854419,8.74247656448082,9.0426024167299,8.85496391884589,9.05737676284747,8.5906522647547,8.2976391394575,9.14488034020151
"ENSG00000151240.17",9.37665342263653,8.1168379588835,9.6810570213103,9.48620081306785,7.8481175506088,7.43645154034157,8.85440169581437,8.09143015420279,9.33545203824552
"ENSG00000151247.13",10.2689519398281,9.69789954877584,9.29138023877321,9.17675741702059,9.51864941851644,9.47303430630581,9.5003458337374,9.40435165892636,9.52622600070921
"ENSG00000151276.24",5.64162089613393,5.90373731230719,5.64162089613393,5.84760298645543,6.00462435437579,5.64162089613393,5.64162089613393,6.30395828699215,6.89494841170857
"ENSG00000151287.17",6.90243152644673,6.99292382063396,6.74848927910535,7.09439606318953,6.95736582692421,6.8705846628904,7.32712341848959,6.93428288408407,7.17837385710343
"ENSG00000151292.18",9.86279214730541,9.73627227260737,9.50152040604779,9.0732239767575,9.64476846423713,9.9002892388046,9.41246851680223,9.34586195989792,9.75610190367956
"ENSG00000151304.6",8.58505827295005,8.31855081145048,8.41553587898133,8.25629519377878,8.37250712558644,8.02105130054476,8.20657125378363,8.09727792295987,8.69300428780265
"ENSG00000151320.11",8.09546348522225,7.23937994010976,8.2655615380256,8.03108913871034,7.51006454144064,7.45809882420562,8.32111763863286,8.1318427783188,7.78905056338595
"ENSG00000151327.13",8.86146868368792,9.17713115209677,9.00743149918209,8.84673288431353,9.2481361346279,9.39749121545968,8.98837520075015,8.93313788465875,9.00119077018123
"ENSG00000151332.20",7.9415242781586,7.895418903573,7.30505581114504,7.5505288947199,7.93397226712812,7.70987490183349,7.55126983857439,7.81218922620603,8.50749517596327
"ENSG00000151338.20",5.64162089613393,5.82709246853085,6.59543899337472,6.2208235229275,6.04720560272895,6.22987019388479,6.71118458557422,6.19721194263081,6.99797850431207
"ENSG00000151348.16",11.1504219816543,10.9256933949928,10.9131242270689,10.8226193349834,10.7944660042525,10.6896447301072,10.6363019077415,10.6032973311568,10.7603993583506
"ENSG00000151353.15",9.73712709892631,9.38161556442424,9.50152040604779,9.67148068263942,9.30212243109588,8.93032432739287,9.58873147955455,9.25972254897022,10.0610576142959
"ENSG00000151366.13",9.2155052765142,9.70508359462905,9.66830013501048,9.46125689061315,9.86296699882541,9.6351682681603,9.76718409720925,9.84307252699731,9.7073255605452
"ENSG00000151376.18",7.48014809282691,7.17566124071237,7.17276598805738,7.23432685152177,6.95736582692421,6.52335642749965,7.09936671487017,6.73344001821609,7.67749642351619
"ENSG00000151413.17",7.972244697488,7.93666163452793,7.30505581114504,8.18008413349172,8.12925211124146,7.61888217678351,7.78292068871891,8.14317094016955,8.01585959391149
"ENSG00000151414.15",10.8504401531951,11.6239296964549,11.1517312124387,11.4748478353669,11.582816944824,12.02830514494,10.991967076059,11.4767146084275,10.936542628785
"ENSG00000151422.14",10.2807956775215,9.14778643994038,9.205422175703,8.98517236848923,9.10661065307456,9.32590468191077,10.4918169102082,9.61891992721699,8.95387740679611
"ENSG00000151445.16",9.35712760744496,9.50052128420991,9.57566937074541,9.49441960407522,9.59356308063589,9.97821259041632,9.37617740188325,9.70319010370111,9.63164516012398
"ENSG00000151458.12",8.91998230602237,9.88024728644908,9.6443029435044,9.74039640826093,9.90911521493963,10.0537596276689,9.69464603171593,9.35300868809048,8.82552687733674
"ENSG00000151461.20",11.6867022241015,11.4490286863059,11.2390786036748,11.4503480729754,11.5388037144332,11.7355599650215,11.1085534877538,11.4718261460738,10.9503433104682
"ENSG00000151465.14",9.87262036754142,10.3165849936791,9.97821713909638,10.1411759220044,10.1795509631649,10.6295455378672,10.0700507157665,10.3812362321727,9.81515545622134
"ENSG00000151466.12",11.0742939209143,11.2928760040681,10.9660423804258,10.9192627853381,11.2854757894799,11.6090935903616,10.5444833056698,11.2397394825856,10.1841389221006
"ENSG00000151468.11",5.64162089613393,6.01180318955727,6.29096594236592,5.64162089613393,5.89864071980238,6.49616023150759,6.55731873228127,5.93990379104619,6.45687035611812
"ENSG00000151470.13",8.18911051850968,8.58252040761743,9.08391708953866,8.54097873274934,8.34751537371346,8.0620177188462,8.41833583188417,8.52466580300692,8.45698162064675
"ENSG00000151474.23",8.56552024293786,8.7576948415872,8.87957405475955,8.82392247908154,9.36641363645323,9.45824203205812,9.02482745651656,8.80972487932503,7.78905056338595
"ENSG00000151490.15",8.60910213211624,9.24399469233786,9.0132408905494,8.94956133367804,9.1761434597162,9.34212624707898,8.74399957395264,8.85770066384142,9.14488034020151
"ENSG00000151491.14",7.35118628830915,7.58331586524066,7.8106406455595,7.38837057245992,7.31922431917195,7.36909885297263,7.71986772175828,7.03534554525518,6.61770177474009
"ENSG00000151498.12",9.00883801134623,9.47213179920842,9.94992000590451,9.42084916196816,9.70251143067242,9.95562680715488,10.0226589952895,9.51459789444744,9.43144667675591
"ENSG00000151500.15",8.62333216070705,8.38212339484428,8.49324553687003,8.45387027930985,8.49110220582971,8.46629569773577,8.57167820442287,8.39953524946682,9.01508172349025
"ENSG00000151502.11",11.2334221621757,11.2650425649053,11.1465015432502,11.3411715946232,11.2557777961181,11.1346148406231,11.2313501434061,11.3108175982212,11.2467065094962
"ENSG00000151503.14",10.7032180070012,10.4037586002797,10.3514521819429,10.6111621213737,10.3226637043938,10.5679723420208,10.6470438014106,10.5782276684527,10.4277009466868
"ENSG00000151532.14",11.30540231043,10.9709644582706,11.1627816524567,10.9032148949192,11.0227107658504,10.986817201504,10.8886791318916,10.9053034577726,10.7111939779014
"ENSG00000151552.12",8.94272521150944,8.48084143880458,8.51821046960946,8.91918448062763,8.50724514978477,8.30739135711159,8.84500122997681,8.59953683408241,8.77181963075251
"ENSG00000151553.15",11.0407677296885,11.1817626930128,10.5207994333972,11.2486668894407,11.2896034292185,11.5019080492415,10.4535650852676,10.9077196069884,10.3716830590331
"ENSG00000151575.15",8.12288688323857,6.78527316220103,6.89503234775972,6.34867264238212,6.4643676501825,6.52335642749965,6.7286563278722,6.59258090190917,6.49556306246609
"ENSG00000151576.10",10.0124958766087,9.91036965665377,10.0360271831536,9.95175516096723,10.0239102109531,10.002144825605,10.2251957747817,9.79504040098533,10.1912395016648
"ENSG00000151611.17",8.54070601294517,8.19863293259539,8.250623858221,8.14300389930402,8.15852425005122,8.37850733495642,8.50916365717704,8.49442563987193,8.78814819749434
"ENSG00000151612.18",11.0206239546739,9.90912710282482,9.99726188682654,10.2049823688373,9.9722419048545,8.58147388588319,10.8512467734808,10.2386854031705,10.1470570495309
"ENSG00000151623.15",11.0606338063904,10.1192192786203,10.3650371602368,10.4853468158968,9.6505055505745,8.86788642079099,9.71696602883657,10.3037913633468,10.6051578025392
