"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000228253.1",3664.83719255534,0.254365605065169,0.571769620062726,0.444874292266986,0.656410601758856,0.999991282243032
"ENSG00000228274.5",16.1410948834254,0.834392370230895,1.86456664403029,0.44749935482453,0.65451455359982,0.999991282243032
"ENSG00000228278.5",26.3393735269416,-0.39780825859563,2.17603115066798,-0.182813678229521,0.854944215806073,0.999991282243032
"ENSG00000228288.8",10.5107242452672,-0.428636231725435,2.29598998387559,-0.186689068652601,0.851904427368731,0.999991282243032
"ENSG00000228300.14",514.962392221606,-0.23044011822112,0.413953026421157,-0.556681805695193,0.577744850059925,0.999991282243032
"ENSG00000228302.2",7.27982412541554,0.641722731890918,2.42762887760817,0.264341365276219,0.791516888601467,0.999991282243032
"ENSG00000228314.1",30.7914766915226,-3.34310204256918,2.02665773305348,-1.6495642002324,0.0990321021796703,0.999991282243032
"ENSG00000228315.12",4279.31494318246,0.0537570696133485,0.264082363007912,0.203561756268206,0.838695981401962,0.999991282243032
"ENSG00000228327.4",7101.23687882994,0.479862610319084,0.759405429529664,0.6318925196733,0.527457111638773,0.999991282243032
"ENSG00000228334.2",37.9686586245618,-0.443820843907461,5.91508758049714,-0.0750319987434843,0.940189252327281,0.999991282243032
"ENSG00000228335.1",5.86191567710871,-1.20626648986934,3.36181109510258,-0.358814477002174,0.719733881813346,0.999991282243032
"ENSG00000228340.7",1068.90628403637,0.162587103924738,0.78419206613925,0.207330717747745,0.835751586009945,0.999991282243032
"ENSG00000228363.2",10.7812001364252,-1.52816967984759,1.6821670118144,-0.908453006814879,0.363638931195786,0.999991282243032
"ENSG00000228382.2",330.126773196124,-0.139056302063541,0.661826388270268,-0.210109938993177,0.833581868427554,0.999991282243032
"ENSG00000228393.5",1098.63191241592,0.34598934782928,0.367824101484987,0.94063805615903,0.346890372650454,0.999991282243032
"ENSG00000228395.2",48.3015240496496,0.700659078938145,0.908528811187556,0.77120182685489,0.440587311538266,0.999991282243032
"ENSG00000228397.3",7.18022225796958,-0.428618735593041,2.40174338084477,-0.178461503844046,0.858360551332678,0.999991282243032
"ENSG00000228408.6",6.50798784618653,1.83436702451376,2.56653640161082,0.714724725261042,0.474779156496529,0.999991282243032
"ENSG00000228409.7",158.560430188811,-0.0776809918506069,0.817124755116822,-0.0950662568526651,0.92426219978487,0.999991282243032
"ENSG00000228423.2",5.92695583164192,1.47179751488806,2.7520631944759,0.534797862869698,0.592789641028694,0.999991282243032
"ENSG00000228427.4",88.8189449980758,0.126512991765274,0.734235764400701,0.172305678774088,0.863197220108651,0.999991282243032
"ENSG00000228434.1",965.719889094243,-0.536205334873369,0.458631610609048,-1.16914168685692,0.242346550748395,0.999991282243032
"ENSG00000228436.4",22.9260956249759,0.293839945613166,1.3019178177457,0.225697768021914,0.821436494160643,0.999991282243032
"ENSG00000228444.2",18.3030526790914,0.757238846465937,1.36179316022074,0.556060104122709,0.578169767336703,0.999991282243032
"ENSG00000228446.2",79.2002997230685,0.62141538019018,1.0531331705446,0.590063438861042,0.555148119215732,0.999991282243032
"ENSG00000228451.4",45.9955384971755,0.0992385063915171,1.22805871521316,0.0808092521653507,0.935593649972531,0.999991282243032
"ENSG00000228463.10",353.036458220092,0.402671479154535,0.766237322915825,0.525517965663975,0.599223167514098,0.999991282243032
"ENSG00000228474.6",2140.24973303937,-0.270800247100393,0.882798214334212,-0.306752146417315,0.759032034844617,0.999991282243032
"ENSG00000228477.1",9.09713896664513,0.0567994515626088,1.74610381184264,0.0325292523716955,0.974049988349431,0.999991282243032
"ENSG00000228485.1",5.18556707450296,-0.113168282816244,2.83431201455482,-0.0399279550857845,0.968150563933358,0.999991282243032
"ENSG00000228486.11",106.483586370085,0.0425895244839556,0.93539295763065,0.045531157933704,0.963683940203792,0.999991282243032
"ENSG00000228495.2",10.8438774224336,0.597330658016616,2.42785174132149,0.246032592456196,0.805657002659775,0.999991282243032
"ENSG00000228506.3",325.810438759326,0.116704930577351,0.734349459191947,0.158922879450023,0.873729634583566,0.999991282243032
"ENSG00000228509.7",8.0448928872372,2.64168065319495,2.55685102462976,1.03317738411352,0.30152089455522,0.999991282243032
"ENSG00000228526.7",58.2997761952138,-1.1819868656611,1.54308087490055,-0.765991520526932,0.443681347611614,0.999991282243032
"ENSG00000228541.2",27.2359125307998,-0.943238258896862,2.79610461855999,-0.337340116902577,0.735860521259442,0.999991282243032
"ENSG00000228544.1",179.403175330978,0.0909550882603358,0.502743618931114,0.180917439496728,0.856432379993841,0.999991282243032
"ENSG00000228550.1",8.08271155859815,0.0567884355914495,2.80440153624132,0.0202497519907801,0.983844139659049,0.999991282243032
"ENSG00000228570.8",97.6442859647259,0.114135272589911,1.005404370045,0.113521758996136,0.909616913402513,0.999991282243032
"ENSG00000228589.3",23.5630972817086,-0.46926169233522,0.998699767808936,-0.469872635862068,0.638446015679654,0.999991282243032
"ENSG00000228590.3",101.900525266925,-0.666189110744015,1.00963601631414,-0.659830968764423,0.50936230740339,0.999991282243032
"ENSG00000228594.4",147.926659451989,-0.200351224340286,0.508551939690561,-0.393964133657996,0.693607519427959,0.999991282243032
"ENSG00000228606.3",36.1720813197294,0.244429561282706,0.992620276242265,0.246246794603105,0.805491193671618,0.999991282243032
"ENSG00000228623.7",24.0339736280805,2.37868135918635,1.94493169503134,1.22301537131772,0.221323890608016,0.999991282243032
"ENSG00000228624.8",12.8701365305415,-0.473712666841841,1.88787921109373,-0.250923186217724,0.801873497763356,0.999991282243032
"ENSG00000228638.1",7.92581548902561,0.793735945143405,4.14898019842678,0.191308684829196,0.84828375724704,0.999991282243032
"ENSG00000228649.10",171.532161272876,-0.270358752434867,0.742223612639826,-0.364255121813354,0.715667508782539,0.999991282243032
"ENSG00000228655.7",6.183783016748,4.08415407483297,3.57745703606287,1.14163609336529,0.253605314710191,0.999991282243032
"ENSG00000228663.1",13.4667730931606,-0.457775680463822,1.93013771182525,-0.23717254870427,0.812522931762443,0.999991282243032
"ENSG00000228668.1",8.33886000362688,-0.773294658732124,2.19363113131856,-0.352518090982465,0.724449753493362,0.999991282243032
"ENSG00000228672.4",62.5063782301055,0.581463201323975,1.02108627504328,0.569455505901625,0.56904705776328,0.999991282243032
"ENSG00000228696.10",1065.59689220912,0.0344819443315774,1.32492189069879,0.026025643151983,0.979236885098153,0.999991282243032
"ENSG00000228705.3",129.271869431649,0.381645656298611,0.669369234465336,0.57015715190952,0.568571114800073,0.999991282243032
"ENSG00000228709.2",7.91256919416903,-1.66566253635069,2.04017119770524,-0.816432727912346,0.414252684554947,0.999991282243032
"ENSG00000228716.7",497.79613378032,-0.159279668327401,0.627891557635723,-0.253673849234662,0.799747538622746,0.999991282243032
"ENSG00000228727.9",18.9396937840226,-1.01358065727283,1.691228455229,-0.599316227289698,0.54896202873565,0.999991282243032
"ENSG00000228775.8",48.2668514526717,0.130802756092809,1.13137706041154,0.115613760142201,0.907958657024472,0.999991282243032
"ENSG00000228782.8",141.701653620553,-0.385503222999916,0.623242846794889,-0.618544159764398,0.536216697810737,0.999991282243032
"ENSG00000228784.9",635.090062145251,0.102694014995119,0.674942375112126,0.152152270744683,0.879066837994262,0.999991282243032
"ENSG00000228794.11",942.485606365464,-0.291521366942612,0.496746075031695,-0.586861943346028,0.557296430851262,0.999991282243032
"ENSG00000228801.7",162.656222226863,-0.717633264614187,0.585446545457417,-1.2257878540448,0.220278519068127,0.999991282243032
"ENSG00000228808.1",94.7839602630701,-0.0756449772093487,0.827972842805608,-0.0913616646568065,0.927205221486913,0.999991282243032
"ENSG00000228817.4",130.410719825756,-0.250520422707642,0.94761067924161,-0.264370619913379,0.791494348304167,0.999991282243032
"ENSG00000228828.1",38.8278811677225,0.378731248025364,0.992932634883437,0.381426931414964,0.702886480371725,0.999991282243032
"ENSG00000228830.1",5.85700707850477,-3.97082197927233,2.91460228521178,-1.36238896106671,0.173075165648518,0.999991282243032
"ENSG00000228835.1",10.79986142868,-0.402646336821039,3.01305309614184,-0.133633999791315,0.893691997367052,0.999991282243032
"ENSG00000228839.5",6.77468974727712,-0.791176274392332,2.39222300506145,-0.330728478372779,0.740849589080128,0.999991282243032
"ENSG00000228857.3",75.4436015125075,-0.328847682444713,0.836812494564439,-0.392976544423944,0.694336805458684,0.999991282243032
"ENSG00000228863.8",53.1719887821764,0.325988472066662,0.988264364893502,0.329859583778265,0.741506063263683,0.999991282243032
"ENSG00000228878.9",71.956230662011,-0.595270733996187,0.794511425130292,-0.74922866451992,0.453719395078358,0.999991282243032
"ENSG00000228886.1",6.57620239143914,-0.440678775808774,2.60041822881099,-0.169464577246203,0.865431232609301,0.999991282243032
"ENSG00000228889.8",49.8235120629059,0.0567977870134297,1.32517532040167,0.0428605831537929,0.965812669944379,0.999991282243032
"ENSG00000228897.1",11.9776221098966,-4.97079469533218,3.69479063603516,-1.34535219583275,0.178511525103038,0.999991282243032
"ENSG00000228903.7",350.150584933304,-0.96704018844883,0.590745782081423,-1.63698196039856,0.101634238938177,0.999991282243032
"ENSG00000228906.1",34.9802881976554,0.36019479352336,1.111803239339,0.32397350608324,0.745958092471858,0.999991282243032
"ENSG00000228939.1",16.6697085068857,-0.165591032125887,1.51415433918833,-0.109362056324227,0.912915327856673,0.999991282243032
"ENSG00000228956.9",408.985659019223,0.336710734037841,0.912905772387826,0.368834050810228,0.712251422439927,0.999991282243032
"ENSG00000228960.6",46.1503904943183,-0.206249636870735,2.75482451415377,-0.0748685209569841,0.94031932287711,0.999991282243032
"ENSG00000228966.2",13.2149843148522,-0.943199330749807,2.23548252057895,-0.421922033416541,0.673081927013145,0.999991282243032
"ENSG00000228998.4",19.4044845179427,-0.206236379260455,2.01681136574359,-0.1022586359654,0.918551386857279,0.999991282243032
"ENSG00000229007.1",5.48623082252713,-1.0306828540725,3.17150984941,-0.324981760426894,0.745194876166726,0.999991282243032
"ENSG00000229010.1",8.3183679108231,0.641704102550493,3.64221773577202,0.17618499197563,0.860148611023478,0.999991282243032
"ENSG00000229018.5",38.3351565448907,-0.149650043746873,1.29467913834239,-0.115588518664535,0.907978662688126,0.999991282243032
"ENSG00000229019.1",7.60863346891858,-0.943170367672192,5.08846475429647,-0.18535460364068,0.85295091242739,0.999991282243032
"ENSG00000229023.1",95.6425073345803,-0.443622666903058,0.771874519535579,-0.574734177220899,0.565471089313747,0.999991282243032
"ENSG00000229036.7",77.6496203883134,-0.551426820461723,1.07250550447392,-0.514148242746976,0.607148350635467,0.999991282243032
"ENSG00000229043.3",142.536194967258,0.420492892980407,0.870132738989805,0.483251432957901,0.628917219941326,0.999991282243032
"ENSG00000229056.2",26.6577343936028,0.856501480488005,1.1959012182802,0.71619751480789,0.473869397406233,0.999991282243032
"ENSG00000229106.1",167.522323392124,-0.193846755183946,0.833517736324372,-0.232564643481694,0.816099484943039,0.999991282243032
"ENSG00000229117.9",5638.47172713109,-0.626135396293285,1.095174818237,-0.571721871126685,0.567510414861484,0.999991282243032
"ENSG00000229124.8",842.843911483629,0.0160708864607231,0.658898156612511,0.024390547005543,0.980541088480998,0.999991282243032
"ENSG00000229127.2",227.881897808081,-0.00459449540907069,0.627799168429563,-0.00731841588857756,0.994160801076831,0.999991282243032
"ENSG00000229132.2",6.0413420955587,-0.943172972766202,2.24151483817162,-0.420774806708636,0.673919529900924,0.999991282243032
"ENSG00000229140.11",29.1700488245014,-1.57324149482482,2.21807911477054,-0.709281055102299,0.478150082468237,0.999991282243032
"ENSG00000229151.2",37.8788872751312,-0.160008380283362,1.17191369934866,-0.136535975620298,0.89139758640019,0.999991282243032
"ENSG00000229152.2",121.493520732254,0.143459140363502,0.846575180427944,0.16945824030771,0.865436216674321,0.999991282243032
"ENSG00000229153.6",407.954760356034,-0.858802102161674,0.721654861585948,-1.19004547447283,0.234028519197647,0.999991282243032
"ENSG00000229180.8",2384.54983197472,-0.116315131443809,0.375252009954514,-0.309965378887398,0.756587284216122,0.999991282243032
"ENSG00000229183.10",36.5821235713262,4.10113664025755,1.50651954481183,2.72225916642177,0.00648372726645015,0.999991282243032
"ENSG00000229191.1",31.5633711056845,-0.175865423125189,1.3627304345073,-0.129053713538565,0.897315146887101,0.999991282243032
"ENSG00000229212.8",8.4561816472223,0.641664780888476,3.54748263979472,0.180878906549239,0.856462625881408,0.999991282243032
"ENSG00000229222.1",154.386665737584,0.0495019559243355,0.546684533452973,0.0905493989589769,0.927850640453436,0.999991282243032
"ENSG00000229241.1",26.0561554901446,-0.358230807703611,1.01223595164743,-0.35390049831819,0.723413453573045,0.999991282243032
"ENSG00000229273.1",12.3287793918163,0.974295666386804,2.27853444040702,0.427597515801763,0.66894417488622,0.999991282243032
