"gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"XIST","ENSG00000229807.13",55443.7908293469,15.2477200991072,2.77716029830673,5.49039971095796,4.01025148021247e-08,0.000839866967500898
"CDT1","ENSG00000167513.9",88.3546245123402,3.41989594939693,0.761093072384579,4.49340044402462,7.00947982651934e-06,0.0733997680033973
"ENSG00000254701","ENSG00000254701.3",102.325021213222,-4.86799200925283,1.18864032447257,-4.09542896116442,4.21387427213247e-05,0.294170562937568
"ENSG00000238122","ENSG00000238122.1",29.2764433320275,10.4300724161685,2.67985799711878,3.89202428911616,9.94112896225404e-05,0.520492659641216
"ANKRD20A11P","ENSG00000215559.8",80.5900219328224,-3.7741267607621,0.984002141980132,-3.83548632644979,0.000125316078507749,0.524898926437558
"KRT73","ENSG00000186049.8",102.571779829453,4.28559564483928,1.17606771846636,3.64400414835625,0.00026842908976524,0.936951737825571
"TSPAN6","ENSG00000000003.15",5.58640373143242,-0.165595568642792,2.06929596969622,-0.0800250766772154,0.936217311622653,0.999991282243035
"DPM1","ENSG00000000419.14",951.804967691619,0.106905789918832,0.405976794774867,0.263329804301048,0.79229638957429,0.999991282243035
"SCYL3","ENSG00000000457.14",846.376776852378,-0.00595787069145789,0.463798839353291,-0.0128458076776677,0.989750810261677,0.999991282243035
"C1orf112","ENSG00000000460.17",229.235485280927,-0.493668020133019,0.748589697678769,-0.659464085150768,0.509597801508798,0.999991282243035
"FGR","ENSG00000000938.13",14516.196741605,-0.433434130696107,0.664230482235787,-0.652535742167653,0.514055623221307,0.999991282243035
"CFH","ENSG00000000971.17",167.513301970055,0.780083907510696,1.28886174182598,0.605250262456796,0.545012723763267,0.999991282243035
"FUCA2","ENSG00000001036.14",491.951465005832,-0.323721634898953,0.563188355354259,-0.574801719214035,0.565425403899903,0.999991282243035
"GCLC","ENSG00000001084.13",1451.33912479555,0.146228150951608,1.14079556454967,0.128180855094166,0.898005850500415,0.999991282243035
"NFYA","ENSG00000001167.15",2423.56046367103,-0.0489367471623131,0.383010693911632,-0.127768618318536,0.89833208542721,0.999991282243035
"STPG1","ENSG00000001460.18",88.8006410145578,-0.147555480356426,1.02856151423321,-0.143458099797198,0.88592840042449,0.999991282243035
"NIPAL3","ENSG00000001461.17",2352.06392783014,0.0800680930583902,0.714515136066628,0.112059337887734,0.91077635796055,0.999991282243035
"LAS1L","ENSG00000001497.18",1424.08004878618,-0.0644843047446494,0.537536208796339,-0.119962718212126,0.904512681181763,0.999991282243035
"ENPP4","ENSG00000001561.7",376.090179993482,-0.444947204459845,0.91214591498142,-0.487802660903116,0.625689626465198,0.999991282243035
"ANKIB1","ENSG00000001629.10",1510.72920587934,-0.0106461438485521,0.487158452235838,-0.0218535546282551,0.982564773954126,0.999991282243035
"CYP51A1","ENSG00000001630.18",267.60229509974,-0.501978780270029,0.500446965402379,-1.0030608935083,0.315831481660047,0.999991282243035
"KRIT1","ENSG00000001631.17",2133.15106432504,0.036510251923789,0.340034290958504,0.107372264782097,0.914493656780404,0.999991282243035
"RAD52","ENSG00000002016.18",291.99937767458,-0.0176200276847591,0.694711997040243,-0.0253630680912776,0.979765369018484,0.999991282243035
"BAD","ENSG00000002330.14",392.837100866546,-0.18182348373364,0.551185742154443,-0.329876972185345,0.741492923988751,0.999991282243035
"LAP3","ENSG00000002549.13",1492.14172766679,-0.634422607775792,0.828275036260711,-0.765956451663598,0.443702214512749,0.999991282243035
"CD99","ENSG00000002586.20",3720.71496234581,0.00911627835168772,0.333799945858472,0.0273106046444745,0.978211998741222,0.999991282243035
"HS3ST1","ENSG00000002587.10",46.5808245406311,1.59283383370914,1.84564566349171,0.86302255368764,0.388125066743315,0.999991282243035
"AOC1","ENSG00000002726.21",42.3683063943955,0.593523651826073,2.05739689131957,0.288482817452591,0.772977181397391,0.999991282243035
"WNT16","ENSG00000002745.13",29.7526887246845,-0.216238170667106,2.15991124533045,-0.100114377910016,0.920253520759932,0.999991282243035
"MAD1L1","ENSG00000002822.16",1894.70505567521,-0.0346177921124392,0.570125155521446,-0.0607196363415629,0.95158249299511,0.999991282243035
"LASP1","ENSG00000002834.18",18311.0062364672,-0.0472066977843893,0.613062418134916,-0.0770014543184746,0.938622388025756,0.999991282243035
"SNX11","ENSG00000002919.15",2040.70394356854,0.235845756514193,0.654795635646203,0.36018223652551,0.718710857695871,0.999991282243035
"TMEM176A","ENSG00000002933.9",508.246052267593,0.170098371106978,1.66546229185244,0.10213282638647,0.918651245553453,0.999991282243035
"M6PR","ENSG00000003056.8",4066.61643662121,0.0119291944050557,0.321800520185438,0.0370701526466815,0.970429070401601,0.999991282243035
"KLHL13","ENSG00000003096.14",44.6199252223617,-0.265197179245145,2.39720666251467,-0.110627583091628,0.911911673592402,0.999991282243035
"CYP26B1","ENSG00000003137.9",69.4016480346581,7.65904087877583,5.98299947673781,1.28013397102148,0.200498023028943,0.999991282243035
"ICA1","ENSG00000003147.19",100.984132817651,0.133764519830571,0.890191301176053,0.15026491457943,0.880555612762491,0.999991282243035
"DBNDD1","ENSG00000003249.15",120.522650495192,0.463425169410325,0.961201313253663,0.482131227891931,0.629712727372433,0.999991282243035
"ALS2","ENSG00000003393.16",1084.16450207897,0.212187599279148,0.392517248893436,0.540581591961465,0.588796008674383,0.999991282243035
"CASP10","ENSG00000003400.16",2396.28244668925,-0.0807906796500233,0.385823530400393,-0.209398010448408,0.834137545772033,0.999991282243035
