GeneSymbol	B cells	Plasma cells	T cells CD8	T cells CD4	NK cells	Monocytes	Dendritic cells	Mast cells	Eosinophils	Neutrophils
ABHD8	0.944483054821505	0.776445667929393	1	1	0.648182556119398	0.562679658820182	0.999102625201402	0.791401948977851	1	0.257503732597694
ABI1	0.999056291400736	1	0.798297902113976	1	0.612408096286893	1	1	0.618527588147867	1	0.0535237952160072
ABI2	0.359358545349457	1	0.493431487685707	1	0.38291480575882	0.94305430093834	0.779455433472593	0.334845846655747	1	0.458915193227604
ABI3	1	0.567410651872523	1	1	0.17389479261995	0.623855822612392	1	0.450223444145723	1	0.614743198889682
ABI3BP	0.814603509980758	0.977556116268021	1	1	1	1	0.99911776251531	1	0.645965050370283	1
ABITRAM	1	1	0.920611757665695	1	0.336297173082161	1	0.848410559824065	0.457528823729512	1	0.181476127181222
ABITRAMP1	1	1	1	1	1	1	1	0.733142524286295	0.761465212844852	1
ABL1	0.750055993479186	0.829390756430956	1	1	0.251220337289628	0.738289995639134	1	0.484958725851141	1	0.258078357923039
ABL2	0.635542072048435	1	0.788175341085722	1	0.345220976452829	1	0.920367594061567	0.747261299825429	1	0.163361148519837
ABLIM1	0.560739012047982	1	0.927013274332508	0.0804712329501854	0.886917623977485	1	1	0.954125090723851	1	0.482371837393305
ABLIM2	0.233960464528553	1	0.879287352378082	1	0.547203389304029	1	0.395466261962978	0.720971349964279	1	1
ABLIM3	1	1	1	1	1	0.997074609721304	1	1	1	0.176462113926851
ABO	0.773055451520297	0.924601405150149	0.629195503927613	1	1	1	1	0.443564575269475	1	0.636422078312509
ABR	0.973378811629641	1	0.931465191348904	1	0.721557433417462	0.656326849806119	0.947919683952537	0.88828391623936	1	0.0803598882265506
ABRACL	0.931567967987301	1	0.827090899734675	1	0.342126835711264	0.323200563047345	0.448854578773545	0.418267489643195	1	0.436864700619071
ABRAXAS1	0.843952857434718	1	0.916722079342684	0.866376899494059	0.397071023627063	1	1	0.546347600991497	0.828985182998753	0.444320765231887
ABRAXAS2	0.704100653242367	1	1	0.876047675169452	0.369412954551333	0.999337856515115	1	0.532977686926563	1	0.247010833214739
ABT1	0.823637605170979	0.993000537861641	0.614659531141713	0.995163236180506	0.181878588091294	1	1	0.583631344757819	1	0.154548183859979
ABT1P1	0.773614041183363	1	1	1	1	1	1	0.854147079020313	1	0.950490167327198
ABTB1	1	0.79139484263107	1	1	1	1	1	0.836676648886061	1	0.0509142272310857
ABTB2	1	1	1	1	0.809695295153758	1	1	0.355443089843818	1	0.419176029896291
ACAA1	1	0.836349911575323	0.868641349564863	1	0.774869989393168	0.775676329596508	1	0.891565588380905	1	0.0378391059977559
ACAA2	1	1	0.679183047081001	1	0.136756182954018	1	1	0.283803634967112	1	0.267087643098389
ACACA	0.582507905760449	1	0.51056131366466	0.738171266758691	0.728383873385787	0.591713619179152	0.568165871698088	0.128041804909832	1	0.482996410994708
ACACB	1	1	1	0.438760587824826	0.225542895540108	1	1	0.210717148131951	1	0.6166288761769
ACAD10	0.638652044703939	1	0.717822238186274	0.964226567998537	0.269224100582124	1	0.949300963126301	0.47226278303345	1	0.173165346381343
ACAD11	0.774564628023674	0.832285924629487	0.402413663971055	0.415697220949634	0.262320816447268	1	1	0.600486706333663	1	0.487628962892998
ACAD8	0.835258083307226	0.525864999113771	0.923521798361803	1	0.600826004918317	0.486227065453658	1	0.526866305887893	0.97757227742667	0.185666526957695
ACAD9	0.710250551585082	0.551026918163104	0.95540464340231	0.544669195860911	0.362580238087819	1	1	0.803626728969429	1	0.773640321177058
ACADM	0.544279860138915	0.800549803636067	0.643703895838609	0.581641358025462	0.313436374791491	0.871153743199454	0.922279200710378	0.619553288437554	1	0.201811903484721
ACADS	1	0.851687109877381	1	0.974757794964827	0.23216788570281	0.382562949032166	0.904241211334489	0.491615238972548	0.878552278569856	0.764269746003288
ACADSB	0.429783516377306	1	0.84858486691705	0.601537944839222	0.743959998490069	1	0.38056607816678	0.607327157170684	0.987297819220753	0.323907444350808
ACADVL	0.651269196279853	1	1	1	0.233550225964385	0.312534973577411	1	0.572972620268228	1	0.24037443209875
ACAN	0.422940592146545	1	1	1	1	1	1	0.980163869954811	1	1
ACAP1	0.484018166268465	1	0.85383529885425	0.853942345436505	0.505218231740384	0.810950767510252	1	0.714374072233174	1	0.140733116469614
ACAP2	0.921212166923344	1	0.952483457041534	1	0.941332278918337	1	1	0.597140940032398	1	0.0367513870153069
ACAP2.IT1	1	0.741286699968728	1	1	0.839965313043757	1	0.422245244011294	0.550388316170402	1	0.196905148452993
ACAP3	0.898761641792084	1	1	1	0.334289674115092	0.237237392720781	0.658959310192403	0.900770826335483	0.949070392554133	0.48988791676485
ACAT1	0.86807549329189	1	0.64301974934387	1	0.184471340657614	1	1	0.395397009887293	1	0.12780528683131
ACAT2	1	0.898836084700453	0.940308907379126	0.93634062829165	0.400401441966139	1	0.576657686510772	0.319660888085239	1	0.456610945239192
ACBD3	0.301642262896354	1	0.747020453168137	1	0.513605470631177	1	1	0.54512917990309	1	0.0404563616998525
ACBD4	0.929054930635912	1	1	0.808380178844167	0.32342865885706	0.729420048331515	1	0.578234759013517	0.836720886858882	0.609629773415824
ACBD5	0.895775020058217	1	0.619203115368063	1	0.297608897922221	1	1	0.357981112595698	1	0.0706871122106812
ACBD6	0.556356678017552	1	0.619457870084371	0.766320034790295	0.50518981577248	1	1	0.744310502678295	0.961365343622685	0.233603220862025
ACBD7	0.801064658087664	1	0.738580396894073	1	1	1	0.996318214496888	1	0.219011568024486	0.842594914056175
ACCS	1	1	1	0.696267004905945	1	0.929830539323716	1	1	1	0.272153759703627
ACCSL	1	0.832830207934569	1	1	1	0.726572296550148	1	1	1	0.610273394830839
ACD	0.854890122146809	1	0.574747319366779	1	0.304887074588155	0.850774643101016	1	0.622683327058849	1	0.177925862100381
ACE	0.515025697684566	0.810661496643449	1	0.859561042267891	0.450496260610886	0.755116999583089	1	0.751240656186606	1	1
ACE2	1	1	0.99919278013862	1	0.719454266977231	1	1	1	0.767009824257865	1
ACER1	0.855683744002153	1	0.816322752676376	1	1	1	1	0.63596016870739	1	0.463502436268817
ACER2	1	0.759753447787843	1	1	0.389123210733509	0.755643557128534	1	1	1	0.246884017063633
ACER2P1	0.619848299339434	1	1	1	1	1	1	1	1	1
ACER3	1	0.739563745033358	1	1	0.492331173759056	0.715284674386945	0.741877196213766	0.575983724618884	1	0.219539917776006
ACHE	1	0.9094607235021	1	1	1	1	0.669607680483717	1	1	0.483761784009788
ACIN1	0.764897591669563	1	0.837015846568242	0.951268273321997	0.582089040531443	1	0.942634928259172	0.623663142050528	1	0.113083186190233
ACKR1	1	1	1	1	0.469964220452332	0.979565160837777	1	1	1	1
ACKR2	1	0.986281185717204	1	1	0.914409335024023	0.569674837239371	1	0.671200996364171	1	0.956066356836009
ACKR3	0.758600379324555	1	1	0.549022799228973	0.60526286695333	1	1	0.760792271566258	0.893646749178318	0.658479623103969
ACKR4	1	1	0.708480759340451	1	1	1	0.44716243194516	0.173974822533281	1	1
ACKR4P1	1	1	1	1	1	1	1	0.46825478759592	0.578718994472959	0.757768415928552
ACLY	0.884621305795275	0.851949297509842	1	1	0.444555911293647	0.598778882190424	1	0.612433216949838	1	0.143808074862024
ACO1	0.683323140185839	1	0.459703564170937	1	0.190007478073702	0.877960270247635	1	0.238698252038717	1	0.0573107226310576
ACO2	0.789071215383209	0.99908151176692	1	1	0.326502229829417	0.533389000866788	1	0.796111691430285	1	0.270390603971669
ACOD1	1	1	1	1	0.961347514557971	1	0.904608478102146	0.983441456593074	0.911165552500418	0.862984220516716
ACOT1	0.886552434028245	0.164055648385957	1	0.837449723445832	0.87891945144899	0.905606494498807	1	0.765076116527689	1	0.718717763430732
ACOT11	1	1	1	1	0.953839334627127	0.799823177016033	1	0.431970764460436	1	0.645218306473815
ACOT12	0.834760060171834	0.143290081903704	1	1	1	1	0.826710705079193	0.735744825971917	0.999350373403573	1
ACOT13	1	1	0.447700668048126	1	0.527578533628803	0.679099401000502	1	0.330098489563667	1	0.057149028679732
ACOT2	0.591567455992068	0.87322025154457	0.7877523702964	1	0.408902125164223	1	0.378656585822395	0.112641740225513	0.809615162667278	0.632821989836943
ACOT4	0.296008623076786	0.148113833450087	1	1	1	1	1	0.689776575739083	0.939714763666132	0.728199561869962
ACOT6	1	1	1	1	0.32093588885347	1	1	1	1	1
ACOT7	1	0.997602232069319	1	1	0.633460118854919	0.728141120981014	0.673112563764163	1	1	0.22074444459716
ACOT8	1	1	1	1	0.381770320644332	0.980077579295701	1	0.998603808119941	1	0.0760483156198618
ACOT9	1	1	1	1	0.506335177781825	0.864312081197148	0.83642300670443	0.894028290129858	0.982451918041128	0.199510143666905
ACOX1	1	0.91863648235971	1	1	1	1	1	0.985699693661808	1	0.0249653746952992
ACOX2	1	1	0.400813639202708	1	1	1	1	1	1	0.739146109485275
ACOX3	0.893750470241712	1	0.751124948554013	0.863677483482254	0.522035214340302	1	1	0.507368208255831	1	0.359777036655457
ACOXL	1	0.259563607091317	0.934367659847795	1	1	1	0.604832217168	0.445311402347474	0.900696302018062	0.169442373869031
ACOXL.AS1	1	0.139933553360742	1	0.863018818414326	1	0.652041346427714	0.877332452099635	0.957839792340473	1	0.774943322369726
ACP1	0.915237926778907	0.925751307728456	1	1	0.997768582573742	0.999192803736717	0.552871273910293	0.257437975623357	1	0.281032020447992
ACP2	1	0.94752211408032	0.744805139880648	1	0.167345110123395	0.561824810600659	0.969098323697627	0.824849300765952	0.880414133680673	0.483698465114497
ACP3	0.931455532887703	1	1	1	0.893628341175524	1	1	0.565340810526543	1	0.0909237755270905
ACP5	1	0.960832426182073	1	1	1	1	0.819809291406678	0.564234426445504	1	0.876643223793365
ACP6	0.652882259772701	1	0.791792660050389	0.926294791192437	0.901863184153049	1	1	0.527090161994985	1	0.157741294436861
ACP7	1	0.998852639528035	0.786144311310913	1	1	1	1	0.369418854758748	0.791152081981717	1
ACR	1	1	1	1	1	0.974579123821594	1	1	0.955496324732532	1
ACRBP	1	0.908749872437845	1	1	0.676098644545893	1	1	0.87211181178581	1	0.170308504191069
ACRP1	0.892364322203141	1	1	1	0.950468104405467	1	1	0.479793159391586	1	1
ACSBG1	0.911925926554431	1	1	1	1	1	1	1	1	0.158611559386197
ACSBG2	0.353629946104036	1	1	1	1	1	1	1	0.279070589928296	1
ACSF2	0.942608448612734	0.787084040296908	1	1	0.11932687824641	0.708098075817332	1	0.388061939294364	1	0.490485260551375
ACSF3	0.853895058210347	0.721889319573207	0.81780152000298	0.772618342024047	0.234265333096279	0.803042238393187	1	0.303024848772502	1	0.20709716667117
ACSL1	1	1	1	1	1	1	0.84576072761738	1	1	0.0652969163993751
ACSL3	0.573942940013045	1	1	0.887960156065905	0.512518347604364	1	0.576480273674438	0.80778430460071	1	0.0168332336364348
ACSL4	0.845802807400011	1	1	1	0.795448451294254	1	0.999771764068433	0.928362289289486	1	0.0213111419851841
ACSL5	0.870476646241741	1	1	1	0.0870187630038702	1	0.891646517518973	0.256947989828878	1	0.317520696378303
ACSL6	1	1	0.4786075547328	1	0.89710949779562	0.594294681051988	0.834799292211204	0.338830170757787	1	0.30620849576763
ACSL6.AS1	1	0.846147891966849	1	1	1	1	1	0.721555705405578	1	0.950564462028616
ACSM1	1	1	1	0.863632786649811	1	1	0.384468524509882	0.219091139093608	0.663306361149553	0.855366982462442
ACSM2A	1	1	1	1	1	0.964671343311788	1	1	1	0.877446334746526
ACSM3	1	0.857561433056422	1	1	0.521160802508052	1	0.984197224712882	0.427170738968544	1	0.533101156765086
ACSM5	0.493803830356864	1	1	1	1	1	1	0.894650255253572	0.579603970228431	1
ACSM6	1	0.909341366840664	1	1	1	1	1	0.0405650880525596	1	1
ACSS1	0.671727929147523	0.81434857424238	1	1	0.154954167184039	1	1	0.354400892446038	1	0.39722259104434
ACSS2	1	1	0.998536043350133	1	0.564092796399423	0.772871571492202	1	0.787229465195824	1	0.0308446833913442
ACSS3	1	1	1	1	1	1	1	1	0.99986685943332	0.035590543535416
ACTA1	1	0.845864972029438	1	1	1	1	1	0.735632706858717	1	0.591941728353191
ACTA2	1	0.277993679924311	1	1	0.607355137729047	0.410328100675487	0.796343761800052	0.805369574752754	1	0.737572737251139
ACTA2.AS1	0.605332231701987	0.640568093396779	0.632805926516268	0.420739265039515	0.44844157963539	1	1	0.738849439192109	1	0.749263439548554
ACTB	1	1	1	1	0.708226693705261	1	1	0.741027444150562	1	0.0113033320744657
ACTBP1	1	1	0.889040671375489	1	1	1	1	1	0.710887922080859	1
ACTBP11	1	1	0.656090369104366	1	1	1	0.149751776071194	1	1	1
ACTBP12	1	1	0.635754952766341	1	1	1	1	1	0.859265361698427	1
ACTBP14	1	0.534489037213058	1	0.981174507243505	1	0.917469833184856	1	0.895867871681568	0.954222684416718	1
ACTBP15	1	1	1	1	1	0.700803342550648	1	0.603198717460299	0.691274863087488	0.964676420901192
ACTBP2	0.407479466259358	1	0.472477079307576	1	1	1	0.799591455766936	0.892076592701596	1	1
ACTBP4	1	0.841518009359912	0.971685125604789	1	1	1	0.89602511547616	1	1	0.134104082326554
ACTBP8	1	1	1	1	1	1	1	1	1	0.372041105428457
ACTBP9	1	0.977207110668912	1	1	1	1	1	0.591978124336504	1	1
ACTC1	0.912683959606394	1	1	0.957222136433896	1	1	1	1	0.76520981862317	1
ACTE1P	0.890345560754992	1	1	0.875345816793708	1	1	1	1	1	1
ACTG1	0.976249697879035	1	0.925493997213308	1	0.520736753947992	0.93763612819368	1	0.685962887301864	1	0.0711642540328677
ACTG1P1	0.778026765793654	1	0.954644062214041	0.737175220831817	0.844494544195767	0.748345835651765	1	1	1	0.983649421071593
ACTG1P10	0.780916240801271	1	1	1	1	1	0.905855018319932	1	0.606199054867793	0.223295732143919
ACTG1P11	1	1	1	1	1	1	0.87315903531454	0.535290553510366	1	1
ACTG1P12	1	1	1	1	1	1	1	0.490131163555265	1	1
ACTG1P14	0.919786019398551	0.988383950498415	0.741201111041889	0.83968479611515	0.472514690395581	1	1	0.946416912989931	1	0.266420193250038
ACTG1P15	1	1	1	1	1	1	0.350370726966687	1	1	1
ACTG1P16	0.708074138444861	0.578665837068136	1	1	0.91888900845008	1	0.171920984734387	0.611141781349271	1	1
ACTG1P17	0.825313664498703	1	1	0.520283089500443	0.991833264377589	1	1	0.794004567877896	1	0.887317161605267
ACTG1P2	1	1	1	1	1	1	1	0.173268614101336	0.82284646112059	1
ACTG1P20	0.592069751285056	1	1	1	0.898248505512657	0.745024034890699	0.597933620986353	0.542926126134436	1	0.413056140278915
ACTG1P22	0.64263311701605	1	1	1	1	1	1	1	1	1
ACTG1P24	0.466981414156337	1	1	1	1	0.877038042447088	0.374524625229624	1	1	0.768992674433782
ACTG1P25	1	1	1	1	1	1	1	1	0.531285448714108	0.589188421647884
