"name","mean","lfc","padj","direction"
"ENSG00000254732",4.03660328665716,-6.56851166959973,6.63378685786056e-05,"Down"
"XGY2",1.43197587080516,-23.954190662949,6.63378685786056e-05,"Down"
"F8A2",5.24737099037149,22.999674266837,9.84240306462867e-05,"Up"
"ENSG00000259132",2.77126148456926,-22.3956835054853,0.000145844334454502,"Down"
"TBC1D3F",4.04170307886499,16.2037659137482,0.000145844334454502,"Up"
"ENSG00000269693",3.84034546503822,-21.9354227048505,0.000233205526617776,"Down"
"ENSG00000142539",2.82442787876789,21.5226249050579,0.000275904459910926,"Up"
"ENSG00000284554",4.21090692372676,21.6518110326223,0.000275904459910926,"Up"
"ENSG00000285952",0.358055137623273,-21.7274802372578,0.000275904459910926,"Down"
"ENSG00000285505",3.62430949767413,21.3362633886674,0.000286951879392578,"Up"
"ENSG00000289694",9.29412343331317,-11.1850813444748,0.000286951879392578,"Down"
"RNVU1-18",7.30880064674854,-9.13398001122697,0.000704864990186103,"Down"
"CD248",7.36096014900432,1.58038997252089,0.00113072388741903,"Up"
"DEFA1",10.1680091000496,-12.5763907119922,0.00140745814973605,"Down"
"ENSG00000224610",4.53788949045409,2.67274167907854,0.00171081447619475,"Up"
"KLHL4",2.05186535005815,-4.2534676530003,0.00202735964700404,"Down"
"IGKV6-21",3.34718207788537,3.93129778922631,0.00231181105327645,"Up"
"KCNQ5",7.86843289637566,1.39386953893449,0.00329392393578968,"Up"
"RNU1-3",6.84773843115572,-12.8143161931146,0.00329392393578968,"Down"
"PIK3R3",6.97437801734559,-0.991140776132959,0.00556778964578357,"Down"
"FSCN2",5.21581053326006,1.4415533647659,0.00590053818892346,"Up"
"TIPARP-AS1",2.94137464313382,-2.82654872533853,0.0102880576241597,"Down"
"BEX1",2.78001249642869,-5.33908346957803,0.010730691498217,"Down"
"VWA3A",2.41447134278403,-4.43762941911825,0.0138069598292688,"Down"
"ZNF683",7.72918869099633,-1.59753516810822,0.0140169824498266,"Down"
"ODF3",2.09144482229342,5.20477564645602,0.0140169824498266,"Up"
"LRRN3",8.39697150544661,1.51705535815267,0.0187332765409735,"Up"
"SNTG2",4.64566812832746,1.90471219835275,0.0188013558320896,"Up"
"TMEM37",2.40671970575842,5.12937891321214,0.0248128926656826,"Up"
"ENSG00000273026",2.30543638933171,-3.1310986904482,0.0248128926656826,"Down"
"SLC4A10",7.98578704025312,1.8980555522976,0.0264737744369154,"Up"
"FOSL1",2.89948118299704,-3.41110387618699,0.0264737744369154,"Down"
"VMO1",4.30974690792208,-2.50679834007425,0.0264737744369154,"Down"
"MPPED2",5.24244737901982,2.09127843018908,0.0353300418343489,"Up"
"CDR2-DT",2.03174264075914,4.1942155071315,0.0357880806949504,"Up"
"CBX3P2",5.3022421679802,-1.15012720799576,0.0357880806949504,"Down"
"ENSG00000265337",1.94383460941096,-4.33633952138356,0.0419659188401538,"Down"
"STEAP1B",5.76540086248104,1.61995043292188,0.0436234579139338,"Up"
"GRAMD4",10.5434114390163,-0.581805196551722,0.0439106172965511,"Down"
"ENSG00000248664",1.82432023264458,-4.00084250202497,0.0504187328150429,"Down"
"IL23R",5.45235567221848,1.80741204586384,0.0511964607937193,"Up"
"IMPDH1P8",4.44958892365105,1.25478948873548,0.0539452227516405,"Up"
"GIMAP3P",3.81292825040977,-3.91563537641285,0.0550590457356554,"Down"
"RNU1-1",7.14836425518987,-9.08221168349356,0.0550590457356554,"Down"
"ZNF69",7.25861959100661,0.803036452811151,0.0562584377599689,"Up"
"ENSG00000227080",3.26875660199425,4.40347132335809,0.0567632948971159,"Up"
"LINC01395",2.55639444780509,-3.24977145282843,0.0567632948971159,"Down"
"PDCL3P5",4.17726588333312,1.75445523918427,0.0622556973160849,"Up"
"GFAP",2.4889756761788,-3.81762207407545,0.0681386455688498,"Down"
"ENSG00000273162",1.87121903916219,-3.30352705919216,0.0759945645021961,"Down"
"PDS5A",12.011318333103,0.303049949756895,0.077113411079192,"Up"
"BRSK1",5.17003013171989,-1.69796845802879,0.0801909560647957,"Down"
"MEST",6.69700490718018,0.913834553893953,0.0826238903427694,"Up"
"CACHD1",6.48575842098181,1.54191702923025,0.0826238903427694,"Up"
"EBF1",8.45733016111771,1.39457935722982,0.0886934893918201,"Up"
"AZI2",9.49889659449264,-0.516117552629494,0.0931529693461081,"Down"
"MGAT5",11.8198513849936,0.375105185591412,0.0955151617061867,"Up"
"PVRIG2P",2.92682674482106,15.1576767950914,0.0975581578306313,"Up"
"CCR6",9.0254588534012,0.913960268624359,0.098335150625274,"Up"
"RORC",8.44954160453639,1.15238474235413,0.098335150625274,"Up"
"TCHH",1.8494836886281,4.26064964095584,0.098335150625274,"Up"
"RNF150",2.50353079119474,-4.42492314577307,0.098335150625274,"Down"
"CCNI2",6.42043750077229,1.28614933186755,0.098335150625274,"Up"
"COLQ",9.12821734438782,0.54146801095408,0.098335150625274,"Up"
