"","gene_name","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21945","ENSG00000254732","ENSG00000254732.2",15.4111369583738,-6.56851166959882,1.12003508388573,-5.86455885543401,4.50328345504266e-09,6.63378685762334e-05
"28975","XGY2","ENSG00000288686.2",1.69815994135204,-23.9541905186506,4.03897832994648,-5.93075489933812,3.01545059466281e-09,6.63378685762334e-05
"28986","F8A2","ENSG00000288709.1",36.985344235793,22.99968134917,4.01365688450653,5.7303556360169,1.00220290698168e-08,9.84230068183143e-05
"22852","ENSG00000259132","ENSG00000259132.1",5.82704605637679,-22.3956839686879,4.01715421928219,-5.57501224652753,2.47512453075442e-08,0.000145844237850173
"26303","TBC1D3F","ENSG00000275954.5",15.4692514486954,16.2037684404369,2.8955448373836,5.59610344527718,2.19222929134255e-08,0.000145844237850173
"24812","ENSG00000269693","ENSG00000269693.1",13.3238306817412,-21.9354219362586,4.01714528946837,-5.46045023409186,4.74928608999872e-08,0.000233205777972571
"7370","ENSG00000142539","ENSG00000142539.9",6.08333060030446,21.52269759853,4.01713053220596,5.35772921143069,8.42744193792109e-08,0.000275876993750035
"27770","ENSG00000284554","ENSG00000284554.2",17.5186486923778,21.6518113364654,4.01392910830065,5.39416884361267,6.88414622232685e-08,0.000275876993750035
"28093","ENSG00000285952","ENSG00000285952.1",0.281696907742183,-21.7274803009155,4.04022537371011,-5.37778918035042,7.540603775889e-08,0.000275876993750035
"27937","ENSG00000285505","ENSG00000285505.1",11.3317829558188,21.3362624529036,4.01496600496737,5.31418259245684,1.07137149970729e-07,0.000286952246585237
"29619","ENSG00000289694","ENSG00000289694.1",626.783557611801,-11.1850813451845,2.10327226441719,-5.31794268122672,1.04947116447765e-07,0.000286952246585237
"15595","RNVU1-18","ENSG00000206737.1",157.550723082258,-9.13398001122697,1.77990346594499,-5.13172775152586,2.87094558490031e-07,0.000704864990186107
"11952","CD248","ENSG00000174807.4",163.387882666332,1.58038997252089,0.314397558143588,5.02672470439199,4.9892778956153e-07,0.00113072388738937
"15546","DEFA1","ENSG00000206047.3",1149.47115747822,-12.5764210665272,2.53035451017081,-4.97022097732787,6.68766381025424e-07,0.00140737107984079
"16902","ENSG00000224610","ENSG00000224610.2",22.2295530409467,2.67274167907855,0.543379260491321,4.91874069073205,8.71027667611521e-07,0.00171081447621137
"2426","KLHL4","ENSG00000102271.14",3.14641739164725,-4.2534676530058,0.872923484207238,-4.87266951795743,1.10100313466171e-06,0.00202735964708771
"15650","IGKV6-21","ENSG00000211611.2",9.17658832727667,3.93129778922622,0.81315414087243,4.83462801407903,1.33394840494085e-06,0.00231181105331573
"13619","KCNQ5","ENSG00000185760.18",232.686874842509,1.3938695389345,0.293664481378508,4.74646961863231,2.06997799668832e-06,0.00329390143625482
"15626","RNU1-3","ENSG00000207513.1",114.179362444648,-12.8143199286765,2.70274091855288,-4.74123133324138,2.12423213932664e-06,0.00329390143625482
"4279","PIK3R3","ENSG00000117461.15",124.746812265645,-0.991140776132955,0.214386664570512,-4.62314565189275,3.77964133176966e-06,0.00556778964582989
"13793","FSCN2","ENSG00000186765.12",36.1633984938215,1.44155336476587,0.313316853920656,4.60094420943894,4.20580075930619e-06,0.00590053818907994
"20552","TIPARP-AS1","ENSG00000243926.3",6.68142856445726,-2.82654872533968,0.631793286646437,-4.47385052212729,7.68234565686097e-06,0.0102880576246563
