"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000112511.18",1747.96808470558,0.188601491299083,0.106478885648546,1.77125718540668,0.0765179436657797,0.946407595971996
"ENSG00000124541.7",647.304172621659,-0.116745357309291,0.0659522831660273,-1.77014883647619,0.0767023498628313,0.946407595971996
"ENSG00000133731.10",372.52919034744,-0.226275389886364,0.127770127335617,-1.77095690991997,0.0765678675190796,0.946407595971996
"ENSG00000143183.18",724.688587413094,-0.333919062972926,0.188382611765798,-1.7725577740055,0.0763020139533856,0.946407595971996
"ENSG00000147475.17",915.189941119445,0.175198191016087,0.0990813846404625,1.76822509749768,0.0770232800678648,0.946407595971996
"ENSG00000147576.17",222.455116988473,-0.404659649067322,0.228485265219531,-1.77105358929173,0.0765517906922339,0.946407595971996
"ENSG00000155016.18",276.4102394014,0.354178114122201,0.200050428137137,1.77044416960411,0.0766531772033616,0.946407595971996
"ENSG00000178761.15",1358.54230304423,-0.195696381623161,0.110557771302525,-1.77008254885734,0.0767133902156696,0.946407595971996
"ENSG00000183914.15",10.3262801632734,1.34504845260463,0.757947876798896,1.77459228236813,0.0759652324692761,0.946407595971996
"ENSG00000185532.20",42.234709027763,0.982997337807361,0.555541127552165,1.76944116115878,0.0768202817134147,0.946407595971996
"ENSG00000196839.14",837.938459251709,-0.330615702266947,0.186651171247471,-1.77130258576626,0.0765103977047574,0.946407595971996
"ENSG00000222014.6",2.23752731364872,2.25148042819017,1.27110115964488,1.77128343492283,0.0765135806786342,0.946407595971996
"ENSG00000232024.2",3.60872437590538,-1.54581209041048,0.873978293606685,-1.76870764608045,0.0769426756371783,0.946407595971996
"ENSG00000241106.8",368.935512793897,0.751966477548937,0.425070788089732,1.76903823696819,0.0768874937627453,0.946407595971996
"ENSG00000254285.3",2.19744264642144,-2.67563738687981,1.51080490062314,-1.77100126282105,0.0765604917269389,0.946407595971996
"ENSG00000259132.1",7.34352636800369,-6.59134211258327,3.72710732523287,-1.76848733814539,0.0769794671202298,0.946407595971996
"ENSG00000260804.3",361.066941259755,0.223901096270127,0.126348527781198,1.77209105798102,0.0763794430578915,0.946407595971996
"ENSG00000267077.1",4.62286703147781,1.77035583264866,0.998041042721712,1.77383069119163,0.076091159849994,0.946407595971996
"ENSG00000267320.5",1.8163906790963,2.55882051768501,1.44224711242608,1.77419007855088,0.0760317147594758,0.946407595971996
"ENSG00000272666.1",19.2437518192021,-0.826231303889367,0.467027802630393,-1.76912658997145,0.076872751438662,0.946407595971996
"ENSG00000279721.1",4.9199569879884,1.45997550698491,0.823484516670701,1.77292405312914,0.0762412923729102,0.946407595971996
"ENSG00000283638.2",7.18219683847383,1.46823648579472,0.830281110131321,1.76836070082637,0.0770006220748218,0.946407595971996
"ENSG00000284431.1",65.315964592052,-0.661580322134759,0.373984362569609,-1.76900530703773,0.076892988944245,0.946407595971996
"ENSG00000285163.1",8.81398417929309,1.62971989961143,0.921656581777568,1.76825070404016,0.0770190010483637,0.946407595971996
"ENSG00000285846.1",7.15653472398202,1.5763321668795,0.891039621613624,1.76909323518616,0.0768783166499712,0.946407595971996
"ENSG00000289531.1",43.4688980849984,0.451696976449017,0.255433981308608,1.76835115725378,0.0770022165349511,0.946407595971996
"ENSG00000171766.17",88.298244698379,0.575921033637513,0.325883567952571,1.76726012071075,0.0771846752346522,0.947914605893841
"ENSG00000030110.14",933.252700719645,-0.267664989118569,0.153801480682874,-1.74032777792609,0.0818014791404775,0.948433950884882
"ENSG00000036530.9",20.1770626478755,1.21855619258877,0.696541215519662,1.74943874883219,0.0802152077908207,0.948433950884882
"ENSG00000070214.16",1247.28817876133,-0.215039254091804,0.1239242806837,-1.73524714370271,0.0826970394533134,0.948433950884882
"ENSG00000073282.14",20.8777270441953,0.966954730263003,0.555157238515175,1.74176731055372,0.0815491689304013,0.948433950884882
"ENSG00000073803.14",124.627679789771,-0.350835847431829,0.199351712473489,-1.75988379070727,0.0784275121920064,0.948433950884882
"ENSG00000078699.22",1598.1353613343,0.230075715997394,0.130646600917419,1.7610539760068,0.0782292677522661,0.948433950884882
"ENSG00000081853.15",7.1126129863164,1.68384339716044,0.965664541953805,1.74371463795653,0.0812088616190216,0.948433950884882
"ENSG00000089692.9",125.659031287218,-0.490443253921275,0.279539494982254,-1.75446855533745,0.0793502533608934,0.948433950884882
"ENSG00000092108.22",2207.88726634177,-0.122236146417481,0.0703908412286983,-1.73653481452705,0.0824693140928314,0.948433950884882
"ENSG00000095209.12",153.855838939979,-0.381970153456223,0.217377207038429,-1.75717665462827,0.0788877031695643,0.948433950884882
"ENSG00000095739.11",23.0762171831347,-1.10767364458322,0.636852496913442,-1.73929387095388,0.0819830848611895,0.948433950884882
"ENSG00000096996.16",1068.75220077577,-0.230502909481102,0.130698860130316,-1.76361836095032,0.0777962543066536,0.948433950884882
"ENSG00000103426.12",86.965305569788,-0.958958265104415,0.546419335622003,-1.75498596515222,0.0792617084376403,0.948433950884882
"ENSG00000106266.11",577.354453226885,0.351180253352847,0.201486876586053,1.74294355693613,0.0813434746169655,0.948433950884882
"ENSG00000107821.15",5.00476894923785,-1.71722229430416,0.974347473710407,-1.76243315720296,0.0779961406325918,0.948433950884882
"ENSG00000108039.18",1158.17933935718,-0.207054580588891,0.117688272054159,-1.75934761361443,0.0785184839827309,0.948433950884882
"ENSG00000113615.13",976.290204750203,-0.170679022474371,0.0974481453617115,-1.75148559103755,0.0798623011316416,0.948433950884882
"ENSG00000113966.10",79.537570020597,-0.441447186478496,0.252960090650894,-1.74512582337634,0.0809629694260972,0.948433950884882
"ENSG00000115657.14",130.245486504745,0.607138207291784,0.343783068871027,1.76605034472933,0.0773874029759899,0.948433950884882
"ENSG00000118785.15",43.7167375434014,1.05820563511643,0.599922569921484,1.76390369052947,0.0777481954179589,0.948433950884882
"ENSG00000120049.20",122.04544544244,0.466426822494,0.265068944968421,1.75964341107393,0.0784682861733615,0.948433950884882
"ENSG00000123130.17",1105.60457786445,-0.275485954070846,0.157331509429481,-1.75099034560731,0.0799475730266384,0.948433950884882
"ENSG00000124256.15",1994.56469882669,-0.521254985012028,0.295656693486458,-1.7630413804107,0.0778935107367258,0.948433950884882
"ENSG00000125356.7",187.724850996221,-0.330110602046527,0.189523496997683,-1.74179248101656,0.0815447628687438,0.948433950884882
"ENSG00000125629.16",409.58687174566,-0.293350468684459,0.167822142058886,-1.74798429507309,0.0804667469100412,0.948433950884882
"ENSG00000128463.13",640.821604937013,-0.163188160103365,0.0939384018757237,-1.73718263079732,0.082354939759591,0.948433950884882
"ENSG00000131386.20",4.33902827960789,-2.96452527047473,1.70882723368871,-1.73483030468531,0.0827708667895366,0.948433950884882
"ENSG00000131773.14",14.038317196451,1.43704341119725,0.815720295546645,1.76168647395764,0.0781222844115085,0.948433950884882
"ENSG00000134030.14",630.440680737434,-0.485374296762448,0.277553575179938,-1.74875894301769,0.0803326965298664,0.948433950884882
"ENSG00000134326.12",907.927935061316,-1.03647364078109,0.594483476253022,-1.74348603818881,0.081248751006782,0.948433950884882
"ENSG00000138780.15",135.372085160008,0.480375409542219,0.276416709087861,1.73786675605608,0.0822342945984972,0.948433950884882
"ENSG00000139618.17",234.081183452866,0.664516037562177,0.380688559963405,1.74556345382708,0.0808868373599712,0.948433950884882
"ENSG00000140682.19",83.9595604304215,-0.744371148165045,0.426190911057031,-1.74656739234272,0.0807124075262919,0.948433950884882
"ENSG00000145113.22",2.39853547653379,-3.41494092033679,1.96191766669233,-1.74061377717963,0.081751301044753,0.948433950884882
"ENSG00000147155.11",267.479128160673,-0.293076706887718,0.167784033440059,-1.74674968099644,0.0806807684778326,0.948433950884882
"ENSG00000148429.15",686.970219434139,0.330524634148664,0.189719738950881,1.74217314432547,0.081478151725427,0.948433950884882
"ENSG00000151366.13",705.348395182332,-0.241539820420136,0.136790292596549,-1.7657672619543,0.0774349030395774,0.948433950884882
"ENSG00000151650.8",275.836367209879,-0.390207487599075,0.221836727652616,-1.75898505052832,0.0785800477840362,0.948433950884882
"ENSG00000153208.18",168.922135700485,-0.586405416959446,0.33595070756656,-1.74551028990843,0.0808960828799492,0.948433950884882
"ENSG00000153495.11",2.38458286494094,-1.80027222142344,1.03481381257832,-1.73970640857404,0.0819105834739795,0.948433950884882
"ENSG00000154485.5",7.80290406393907,-1.16247915420275,0.658815903740129,-1.76449771112582,0.0776482203719667,0.948433950884882
"ENSG00000154654.15",4.02044920212501,-2.85008445399098,1.61786953443536,-1.7616281123593,0.0781321509447442,0.948433950884882
"ENSG00000157404.17",104.060406435837,0.653861812260637,0.374942476138871,1.74389900817335,0.0811767016231401,0.948433950884882
"ENSG00000158062.21",2577.04319025148,-0.231135060397588,0.132910291216499,-1.7390305768053,0.0820293846720307,0.948433950884882
"ENSG00000159176.14",1538.58862034703,-0.148082666396334,0.0841839505522029,-1.75903679293961,0.0785712594363651,0.948433950884882
"ENSG00000160013.9",423.364702598105,-0.381270155178466,0.219544626835413,-1.73664079451279,0.0824505941332971,0.948433950884882
"ENSG00000162104.10",978.577196597941,-0.240988891144734,0.136646676856886,-1.76359130487402,0.0778008126955839,0.948433950884882
"ENSG00000164142.16",198.856450437195,-0.67763803747408,0.387467123275713,-1.74889170401146,0.0803097408793721,0.948433950884882
"ENSG00000164405.11",355.763718856917,-0.448158624239272,0.255854273803995,-1.75161672140993,0.0798397353435127,0.948433950884882
"ENSG00000165300.8",42.1364782722981,0.845898537354002,0.480538321651536,1.76031442080785,0.0783545104197146,0.948433950884882
"ENSG00000166734.20",2819.34276410848,0.136443009722472,0.0776940996573188,1.7561566492729,0.0790616644992575,0.948433950884882
"ENSG00000166866.13",32.4952624607124,0.97298448969055,0.556958133706659,1.74696163105683,0.0806439938924339,0.948433950884882
"ENSG00000166922.9",2.45063606354239,2.06283979180245,1.18893006593986,1.73503879740123,0.0827339334812384,0.948433950884882
"ENSG00000167447.13",697.779661566457,-0.135684258968502,0.0768489352528579,-1.76559712274551,0.0774634630877701,0.948433950884882
"ENSG00000169410.11",1093.77934665819,-0.271498177799345,0.154176592742101,-1.76095588163304,0.0782458705211452,0.948433950884882
"ENSG00000171204.13",158.461527917477,-0.364577844520016,0.207624294230718,-1.75594983174217,0.0790969751298931,0.948433950884882
"ENSG00000171530.15",202.605060614525,-0.292260252707224,0.167842172713962,-1.74128020378583,0.0816344744793052,0.948433950884882
"ENSG00000174945.14",133.404537629846,0.55361662483187,0.317916964670244,1.74138748904483,0.0816156797189778,0.948433950884882
"ENSG00000175193.14",427.344131575509,-0.197408114848857,0.113550001152501,-1.73851266266156,0.0821205208437007,0.948433950884882
"ENSG00000175344.19",55.9626388052794,0.735447007123403,0.420941108253655,1.74714940570791,0.0806114252564906,0.948433950884882
"ENSG00000176273.15",129.426864884234,0.334958438957183,0.193046513428683,1.73511778590566,0.0827199446025146,0.948433950884882
"ENSG00000178163.8",1634.12328305922,0.197870805026539,0.112922544088379,1.75227016557185,0.0797273635617135,0.948433950884882
"ENSG00000179954.16",19.634931429302,1.01155016446441,0.577120694230219,1.75275323615564,0.079644373337869,0.948433950884882
"ENSG00000182718.18",5614.08726227372,-0.223919850432728,0.128526490029122,-1.74220777663804,0.0814720937116747,0.948433950884882
"ENSG00000182890.5",10.4832430698696,0.669387237842112,0.383496913746532,1.74548272449602,0.0809008770060148,0.948433950884882
"ENSG00000183779.7",620.074099720326,-0.408536520967628,0.233193260872299,-1.75192250170278,0.0797871347650923,0.948433950884882
"ENSG00000184350.11",12.2748332882779,-1.96462727997293,1.12482995385148,-1.74659936219331,0.0807068579299695,0.948433950884882
"ENSG00000184384.14",3772.64350431579,0.224514595710166,0.129119609607846,1.73881098612401,0.0820680155221493,0.948433950884882
"ENSG00000185112.6",1129.58143368817,0.308647583337865,0.175091765779057,1.76277611893718,0.0779382566920022,0.948433950884882
"ENSG00000185495.10",367.812518756875,0.282586065079106,0.16144448944464,1.7503605483915,0.0800561190551588,0.948433950884882
"ENSG00000186472.20",8.37868340705072,2.0948959062267,1.20585140687682,1.73727533448961,0.0823385831073196,0.948433950884882
"ENSG00000186665.10",29.7059705298064,-0.629850874068518,0.360184470247715,-1.74868970234986,0.0803446710209573,0.948433950884882
"ENSG00000187372.11",1.53823523484277,-2.1739754439621,1.24075029650031,-1.75214581861804,0.0797487374049966,0.948433950884882
"ENSG00000187479.8",2.56674986822892,2.83728049780204,1.62202671906651,1.74921933433681,0.080253113252812,0.948433950884882
"ENSG00000187862.13",118.246631613929,0.700776464395809,0.397332193984401,1.76370421276087,0.0777817914933209,0.948433950884882
"ENSG00000187950.8",1.82857263562107,-2.48786609823493,1.43386034837304,-1.73508256997123,0.0827261811141703,0.948433950884882
"ENSG00000189366.11",7.48669929260137,-1.9643837982372,1.13040313721869,-1.73777277641894,0.0822508593661752,0.948433950884882
"ENSG00000196811.13",3.4106446519069,2.21192461754848,1.2597933999074,1.75578362111682,0.0791253621068113,0.948433950884882
"ENSG00000197124.12",96.8959148438907,-0.545667142856394,0.310359482705138,-1.75817776889006,0.0787172666233164,0.948433950884882
"ENSG00000197142.11",1406.34477937226,-0.225248812503482,0.129672791146102,-1.7370553260452,0.0823774057204075,0.948433950884882
"ENSG00000198075.10",3.77529397662625,-2.20614274352284,1.26792627252193,-1.73996137735578,0.0818658000182977,0.948433950884882
"ENSG00000198894.8",577.619542863809,-0.260450204050477,0.149802633782896,-1.73862232908361,0.0821012162436708,0.948433950884882
"ENSG00000200087.1",766.259621879475,0.461989296700569,0.26524595796469,1.74173925305233,0.0815540805926371,0.948433950884882
"ENSG00000204072.3",11.5925395970782,-3.85996713665205,2.21615447289754,-1.74174101302843,0.0815537724894308,0.948433950884882
"ENSG00000204936.10",224.992727553398,1.35368394643908,0.770659449849923,1.75652675991022,0.0789985063081999,0.948433950884882
"ENSG00000205038.12",221.753300799877,-0.756072541394116,0.430734936831946,-1.75530814137118,0.0792066146630037,0.948433950884882
"ENSG00000205126.2",5.20433226375901,-1.79248985734602,1.01925508142315,-1.75862734463215,0.0786408253152267,0.948433950884882
"ENSG00000205726.15",522.668003038432,0.501349488707217,0.287344929488296,1.74476539258939,0.0810257151868184,0.948433950884882
"ENSG00000206113.11",10.4498090492573,-1.42672742648216,0.819287268289167,-1.74142511632268,0.0816090888186854,0.948433950884882
"ENSG00000206535.8",24.5578120328753,0.976324051775778,0.554126500277438,1.7619154674735,0.0780835808737853,0.948433950884882
"ENSG00000211788.2",137.05158091076,-0.389420819076614,0.221147707911943,-1.76090823076346,0.0782539366096867,0.948433950884882
"ENSG00000215869.4",2.13763631466353,-4.13416716320608,2.3534133653693,-1.75666851562957,0.0789743270223859,0.948433950884882
"ENSG00000221817.11",505.447255233908,-0.314994479725462,0.180927531377519,-1.74099805224337,0.081683919938802,0.948433950884882
