"","10","10H","11","11H","13","13H","14","18","20","22","24","25","25H","26","26H","28","28_27H","4","5","6","7","9","9H"
"ENSG00000002587.10",7.40506303239208,6.40476080012386,7.76900643436905,6.10512215190178,7.65068696382757,6.78765266565722,6.84858504737326,7.52750571235441,7.28944584044857,7.77472221873996,6.89066460175693,6.79913880571757,5.9213986989301,7.5931451987422,7.36007340997404,8.4553979983382,7.01635840859074,7.25677951389029,8.69095827952315,6.98441389410926,7.15124194367518,6.97135580779247,6.06929464488169
"ENSG00000002726.21",6.96087941166944,6.42893786426301,7.64166116099389,7.49195384932231,7.34847260121967,7.02440820304055,8.37700892837769,5.99031092671688,6.37575373931788,5.99684717399991,5.95711318257757,5.98455309298274,5.43822996414948,6.6499593193987,6.45645216512505,6.13490773065073,6.85306912418613,6.04760202442236,6.18465921615032,6.30975913609213,6.06533255511078,6.75012401073293,6.87048892868291
"ENSG00000002745.13",6.51452479812843,6.97747886716403,6.48524382958428,5.43822996414948,6.41066156887194,6.48094978269642,6.23569965469324,6.17540618596082,6.51921189800936,6.45362779666797,6.80806241762943,6.71931914280116,6.41992028914737,6.63131338868816,6.36258933083281,6.91273707585201,7.25345997387374,6.25838220558369,6.50737973927929,6.4482840159218,6.17145867248929,7.14551799975715,6.85837504904956
"ENSG00000002822.16",11.2295993424347,11.1201945707678,10.5115193744221,10.6965260192651,10.5052322747912,10.5315168655534,10.7592794493319,11.1253080022582,10.7960210674616,10.9291273681063,10.4223802059176,11.5376822142237,11.7128009475109,10.8230998848776,10.9299578596474,10.5944135165172,11.0232474734606,11.0626631231836,10.4842014190376,11.1179506102302,10.6607772620976,10.9133086107299,10.9406480427011
"ENSG00000002834.18",14.2695928947053,14.2281342405515,14.4363464345819,14.2957344648471,14.2276143188324,14.2679074303349,14.0910223228922,13.7724902738127,13.9551449709563,13.928599246659,14.1209217162449,14.3010131661182,14.7573331771598,14.0242130337458,13.9061309620369,14.2035428199559,14.4373172183688,13.8990992393538,13.8129653618478,14.1414546608238,14.7160999116237,14.1424908801166,13.4979408433798
"ENSG00000002919.15",10.8976165690496,11.3438573487134,11.2856888147843,11.1267790565048,11.1893405572593,10.9563446305114,10.6627450884471,10.4369409188818,10.7703091391706,10.9291273681063,10.6998317261552,11.234987014474,11.6330894411073,10.8437878509604,10.7632235358852,10.9598688754721,11.5000670758618,10.3683439155318,10.7420351284434,10.9385265294829,11.4603193130944,10.8966908882763,10.4252219845028
"ENSG00000002933.9",8.83561669332264,7.71893205168137,9.8318284510376,10.5325672249622,10.0121907604336,9.85038476767252,9.33624414728689,8.06263042729107,9.7092916085604,6.76759013177546,7.97591009106943,7.03974464504731,7.96445660767845,6.80391360986701,7.70507702555773,6.38923590636872,7.26473503681545,8.3051841601271,7.68474842414506,6.3956142318449,8.26882218002178,9.62356578129364,9.74820993517856
"ENSG00000003056.8",11.8747586914867,12.2517047733187,11.9690510709614,12.1636429790749,12.0500326535796,12.0317540666492,12.0413902750948,11.9496080886995,11.9414837765994,11.827338360891,11.8323297631927,12.0572451627064,11.9092782328071,11.7981367510034,12.1156053735799,11.7873929283809,12.0495310820396,11.6910586619199,11.9131075815737,11.9802283346227,11.8447732967001,12.2397134797672,12.2070875978504
"ENSG00000003096.14",6.46414442471236,5.98825093802465,6.46316015376732,6.44543868579389,6.4854313273532,6.57890202347425,6.51182405536343,6.25130082817731,6.43600806734519,6.22345039874716,6.2854819448288,6.08313466009792,8.47202864888195,6.0270129407826,6.06023578004143,6.05848844918373,6.73481776500328,5.43822996414948,6.48269406100868,5.96410793765591,6.20333378496893,6.63655204352608,6.15607634770516
"ENSG00000003137.9",7.92262766940706,7.2906596293165,7.80424995305213,5.43822996414948,8.69254464860768,5.7176240001919,5.43822996414948,5.43822996414948,5.43822996414948,5.43822996414948,5.43822996414948,8.34461256068908,5.43822996414948,6.06705323721936,7.02951929812157,5.43822996414948,7.96512649650686,5.43822996414948,6.10731555179312,5.43822996414948,5.43822996414948,5.43822996414948,5.43822996414948
"ENSG00000003147.19",6.96087941166944,7.47757947237413,7.61785380925342,7.0077980384266,7.11688314098867,7.0445641003841,7.17347536566416,6.86927989358112,6.84307292009926,7.0408836781921,7.27379136585161,7.40976460440421,7.82605697441368,7.07093724517857,7.85192117300427,7.30211051601524,7.91844539071051,7.44339865559754,7.07087439143121,6.67364116138633,7.39331083244949,6.89353934406082,7.36323311554692
