"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000288686.2",2.13777629220431,-22.2614922164702,3.32597776131561,-6.69321739772084,2.18316428412899e-11,5.34089310469316e-07
"ENSG00000142539.9",7.66473038210948,22.9764127342745,3.74656513157668,6.13266069782835,8.64213396483222e-10,1.05710582657828e-05
"ENSG00000288709.1",32.3304399889466,22.5393844452998,3.74194686327895,6.02343787040023,1.70750673569344e-09,1.39241482606681e-05
"ENSG00000285505.1",13.4797081181154,21.9791016434083,3.74678884682972,5.86611697160505,4.46119131810775e-09,2.7284646101547e-05
"ENSG00000267793.1",1.35739466442252,-21.5231260307832,3.745138687462,-5.74695033399923,9.08674055204223e-09,4.44596041730322e-05
"ENSG00000273513.1",8.82450990279625,21.6164498285045,3.8048146322646,5.68134112111489,1.33642625846374e-08,5.44905533117617e-05
"ENSG00000206737.1",173.343654049837,-8.98695252086692,1.65319718250274,-5.4361044260079,5.44580462856945e-08,0.000190323092047604
"ENSG00000260287.4",21.800466054395,20.1577387725908,3.8048098474354,5.29796220596358,1.17102196157903e-07,0.000358098515850867
"ENSG00000176083.18",232.165490360261,-1.78736955693774,0.343035856509098,-5.21044527276795,1.88387946449906e-07,0.000512080302438946
"ENSG00000172554.12",25.0478615198092,2.11590416505408,0.420902440620741,5.02706556401426,4.98042112224108e-07,0.00121841022334506
"ENSG00000174807.4",166.102612598767,1.67797745502641,0.33808789147597,4.96313975546704,6.93626334028636e-07,0.00154262496687969
"ENSG00000254732.2",15.428789666196,-6.50759643634623,1.317588667229,-4.93901973977376,7.85162649768125e-07,0.00160068492199395
"ENSG00000207513.1",134.301908908849,-12.101090923308,2.52641121421868,-4.78983423411158,1.66919148227026e-06,0.00314116157094305
"ENSG00000066382.17",37.6500833124981,2.30988053774045,0.497109531048803,4.64662291400259,3.37413123862494e-06,0.00589605333012289
"ENSG00000224610.2",20.2587112311796,2.78521108790054,0.609966090647455,4.56617364572536,4.96707360126424e-06,0.0081009659054219
"ENSG00000117461.15",126.055628299234,-1.03652860103583,0.232904751438452,-4.45043991002368,8.56945696204532e-06,0.0117675581095755
"ENSG00000173114.13",329.798325241815,1.645946360762,0.370023168747331,4.44822513772354,8.65827526047904e-06,0.0117675581095755
"ENSG00000289694.1",604.743863416332,-11.2412041218388,2.52235716140983,-4.45662664027948,8.32594242468465e-06,0.0117675581095755
"ENSG00000177947.15",3.40991181433834,5.40355435663714,1.23703926132848,4.36813488913373,1.25312092795866e-05,0.0161349212534635
"ENSG00000144290.17",242.563658143057,2.07189494245657,0.478912056398349,4.3262534629807,1.51666894566898e-05,0.018551894543423
