"","4","11","12","13","14","19","20","27","28","10H","11H","13H","25H","26H","28_27H","9H"
"ENSG00000004799.8",9.3024369922384,9.77312408843883,10.3238603836229,8.91372791300157,9.42746928853023,9.98359246007278,9.79687803309008,8.63031499950828,8.36022684268924,10.2807931525706,9.76066230325397,10.7941323154899,10.8814497660196,10.6155514411382,9.95181575489101,9.61105562498722
"ENSG00000004809.14",6.43623137871247,6.77555009000614,7.32614182266199,7.01570855873286,7.20828795368901,7.1237886215179,7.16719032938947,6.61308115043007,6.84639689500857,7.11735344359641,6.58572915774877,7.11784228634372,8.02593190629637,6.62052925831868,6.37530714630699,6.63411915619031
"ENSG00000004838.14",6.65959948870411,6.79478219160583,6.7092873766276,6.85338981150732,6.86788328770139,7.11219775877512,6.68772741738846,6.78084306871738,6.62408598682911,6.94887796439276,7.09649830812882,6.56424522019434,7.14214760056124,6.82314195347479,7.90443936338128,7.20148990104616
"ENSG00000004846.17",5.67589067812934,5.67589067812934,6.17108547283916,5.9531612506928,6.1373761048342,5.8739333571995,5.97347844820765,6.31370608559577,5.83241495486506,6.29097128932416,5.67589067812934,5.86815259007472,6.48323195778737,6.34970625526156,5.67589067812934,5.67589067812934
"ENSG00000004864.14",8.39095237933595,8.38093120468151,8.83576124456166,8.75624950229074,8.75856337778887,8.73502551320633,8.63532083927592,8.86197324786247,8.78019162897191,8.61751413393282,8.98217160324282,8.74154535105967,9.18267739763407,8.85254765004588,8.7914664428864,8.24888850374706
"ENSG00000004866.22",8.01835229688344,7.36537868133279,8.22293735920586,7.98811244157531,8.07084328247674,8.21929385110092,8.03232656559772,8.02100995345175,7.7970809301048,8.3187564240396,8.10261277553019,7.89263468799101,8.97654092898007,8.19572981195875,7.53064698099561,7.98220808542572
"ENSG00000004897.12",11.5119791551907,10.8913037734751,11.6440453741334,11.2171850629056,11.3804663195449,11.6155481585588,11.2400020607337,10.9421940929463,10.901445789318,10.7793976330383,11.0646501931123,11.2105338108991,11.8881628325564,11.1245108084766,11.0483341728966,10.6495033012456
"ENSG00000004939.16",14.7131944771552,14.5432891035009,16.5818063961993,15.5210042833446,17.0660596763048,16.333678012799,15.6484481558072,14.8818265066519,14.1251394532903,14.7393131377706,13.6608702759124,15.376028393671,16.8497461742521,15.2893669862172,14.2930204527572,14.139727557744
"ENSG00000004961.15",8.54792308707687,9.20636588643863,8.92979527342153,8.89061768194606,8.71984357567011,8.79979888623535,8.68282173617357,8.92126992656905,8.56861736186786,9.21219227513146,8.92377417894247,8.95729572767213,9.59350781056142,9.32928547339496,8.94455726865871,8.7773587787272
"ENSG00000004975.12",10.2703398581847,10.0935577011984,10.1413153864799,9.63662330070752,9.85753522090784,9.83408839425761,10.0089210170243,9.88953335518681,9.89639635898665,10.2998449482452,10.2496136494533,9.82898130441535,10.0771512557141,10.3398715206674,10.142579427357,9.8558763534628
"ENSG00000005001.10",6.216606297885,6.41864300168322,6.02690131093189,6.01521657182054,6.43079587967074,5.8739333571995,6.52420245432651,6.40138056874532,6.43431264515104,6.45636720156071,5.98363728442942,6.24932116711394,6.92933401392067,6.04729186443114,6.21975133917081,6.3986353333111
"ENSG00000005007.13",12.9989061330918,13.5497815577509,12.9251683700301,13.1051107953086,13.0162064451821,12.9329189437759,12.755298451244,13.3014028537951,13.0582470714824,13.1442857258047,13.1869544734395,13.0166671533549,13.8801772126116,12.9248715890243,13.1900200075287,12.1470000936558
"ENSG00000005020.13",11.7381395404028,12.2127561171863,11.6842743844903,12.320920503219,12.2283925997423,12.0527694058289,11.6924369273881,12.0523131736939,12.1708388274362,11.4052194368461,12.2392583534708,12.3362071662326,13.1905825530182,11.3777059867804,11.9242097444437,11.2312768033969
"ENSG00000005022.6",10.5742307768878,10.8485581641909,11.1754458956112,11.275143987836,11.018268122026,11.0998724114938,11.1346370552906,11.1331409536891,10.9989993260231,11.4798125609226,11.1345323554297,11.2686060967212,11.4206550398312,11.2874783915114,11.2707769519862,11.486507017536
"ENSG00000005059.16",10.5838349700821,10.0422414598595,10.2189822885929,10.1796026762394,10.0528717778424,9.96974149396536,10.1936357933003,10.0793523838006,10.128119648654,9.98357109432495,10.0681446825998,10.0559967361585,9.90606001486684,10.1420110091961,9.53044135054528,10.6444464704389
